Time,TR,RM
0,1,0.282723
1,0.979691,0.296
2,0.961441,0.316332
3,0.944951,0.339736
4,0.92997,0.365308
5,0.9163,0.392774
6,0.903777,0.422046
7,0.892263,0.453115
8,0.881644,0.486011
9,0.87182,0.520781
10,0.862708,0.557488
11,0.854234,0.5962
12,0.846334,0.63699
13,0.838951,0.679933
14,0.832035,0.725107
15,0.825541,0.772587
16,0.819428,0.822451
17,0.81366,0.874774
18,0.808204,0.929629
19,0.80303,0.987088
20,0.798112,1.04722
21,0.793424,1.11009
22,0.788945,1.17575
23,0.784653,1.24427
24,0.78053,1.31569
25,0.776558,1.39006
26,0.772723,1.46742
27,0.769009,1.54779
28,0.765403,1.63121
29,0.761894,1.71768
30,0.758469,1.80723
31,0.755119,1.89984
32,0.751835,1.9955
33,0.748607,2.09421
34,0.745429,2.19593
35,0.742293,2.30062
36,0.739192,2.40824
37,0.736122,2.51874
38,0.733076,2.63204
39,0.730051,2.74809
40,0.727041,2.86679
41,0.724044,2.98805
42,0.721056,3.11179
43,0.718075,3.23789
44,0.715098,3.36625
45,0.712122,3.49675
46,0.709148,3.62926
47,0.706172,3.76366
48,0.703194,3.89983
49,0.700213,4.03761
50,0.697229,4.17689
51,0.694242,4.31752
52,0.69125,4.45936
53,0.688256,4.60227
54,0.685257,4.74611
55,0.682256,4.89073
56,0.679252,5.03602
57,0.676247,5.18181
58,0.67324,5.32799
59,0.670234,5.47441
60,0.667228,5.62096
61,0.664224,5.7675
62,0.661222,5.91391
63,0.658224,6.06008
64,0.655231,6.2059
65,0.652244,6.35124
66,0.649264,6.49602
67,0.646291,6.64013
68,0.643328,6.78348
69,0.640375,6.92598
70,0.637433,7.06754
71,0.634504,7.20809
72,0.631587,7.34755
73,0.628685,7.48585
74,0.625798,7.62292
75,0.622926,7.75872
76,0.620071,7.89317
77,0.617234,8.02623
78,0.614415,8.15786
79,0.611615,8.288
80,0.608834,8.41663
81,0.606074,8.54371
82,0.603334,8.66921
83,0.600615,8.79309
84,0.597918,8.91534
85,0.595243,9.03594
86,0.592591,9.15486
87,0.589961,9.2721
88,0.587355,9.38765
89,0.584772,9.50148
90,0.582212,9.61361
91,0.579676,9.72401
92,0.577164,9.8327
93,0.574676,9.93967
94,0.572212,10.0449
95,0.569772,10.1485
96,0.567356,10.2503
97,0.564964,10.3504
98,0.562596,10.4489
99,0.560252,10.5457
100,0.557932,10.6408
101,0.555636,10.7342
