Time,TMin,TMax,VMin,VMax,NMin,NMax
50,0.273044,0.276798,0.325344,0.356351,0.144921,0.212341
51,0.276229,0.280106,0.321249,0.351905,0.149488,0.21767
52,0.279321,0.283319,0.317154,0.347458,0.154064,0.223021
53,0.282321,0.286436,0.313061,0.343013,0.158644,0.228389
54,0.285227,0.289457,0.308974,0.338572,0.163227,0.233771
55,0.28804,0.292383,0.304895,0.334138,0.167811,0.239164
56,0.29076,0.295213,0.300826,0.329714,0.172392,0.244566
57,0.293388,0.297949,0.296769,0.325302,0.176968,0.249975
58,0.295923,0.300592,0.292727,0.320905,0.181537,0.255388
59,0.298367,0.303141,0.288701,0.316524,0.186097,0.260803
60,0.300721,0.305598,0.284693,0.312163,0.190645,0.266217
61,0.302985,0.307963,0.280706,0.307823,0.19518,0.271629
62,0.30516,0.310238,0.276741,0.303507,0.199699,0.277036
63,0.307248,0.312424,0.272799,0.299215,0.204201,0.282436
64,0.309249,0.314522,0.268883,0.294951,0.208683,0.287828
65,0.311165,0.316534,0.264994,0.290715,0.213145,0.293209
66,0.312997,0.31846,0.261134,0.286509,0.217585,0.298578
67,0.314746,0.320302,0.257303,0.282336,0.222,0.303934
68,0.316414,0.322061,0.253503,0.278195,0.22639,0.309274
69,0.318003,0.323739,0.249736,0.27409,0.230753,0.314597
70,0.319513,0.325336,0.246001,0.27002,0.235088,0.319901
71,0.320947,0.326856,0.242301,0.265987,0.239394,0.325186
72,0.322305,0.328299,0.238637,0.261992,0.24367,0.33045
73,0.32359,0.329666,0.235008,0.258036,0.247914,0.335692
74,0.324802,0.33096,0.231417,0.254121,0.252126,0.340911
75,0.325944,0.332181,0.227863,0.250246,0.256305,0.346105
76,0.327017,0.333332,0.224347,0.246413,0.26045,0.351274
77,0.328022,0.334413,0.220871,0.242622,0.26456,0.356417
78,0.328961,0.335426,0.217434,0.238874,0.268635,0.361533
79,0.329836,0.336374,0.214037,0.235169,0.272673,0.366621
80,0.330648,0.337256,0.21068,0.231508,0.276675,0.371681
81,0.331399,0.338076,0.207364,0.227892,0.28064,0.376711
82,0.33209,0.338834,0.204089,0.22432,0.284568,0.381711
83,0.332722,0.339531,0.200856,0.220793,0.288457,0.386681
84,0.333297,0.34017,0.197664,0.217312,0.292309,0.391621
85,0.333817,0.340751,0.194513,0.213876,0.296122,0.396528
86,0.334283,0.341277,0.191405,0.210485,0.299896,0.401404
87,0.334697,0.341748,0.188338,0.207141,0.303631,0.406248
88,0.335059,0.342166,0.185313,0.203841,0.307327,0.411059
89,0.335371,0.342532,0.18233,0.200588,0.310984,0.415838
90,0.335635,0.342848,0.179389,0.19738,0.314601,0.420583
91,0.335851,0.343115,0.17649,0.194218,0.318179,0.425296
92,0.336021,0.343334,0.173632,0.191102,0.321718,0.429975
93,0.336147,0.343506,0.170816,0.188031,0.325218,0.43462
94,0.336229,0.343633,0.168042,0.185005,0.328678,0.439231
95,0.336269,0.343716,0.165308,0.182024,0.3321,0.443809
96,0.336268,0.343756,0.162615,0.179087,0.335482,0.448353
97,0.336227,0.343754,0.159964,0.176196,0.338825,0.452863
98,0.336148,0.343712,0.157352,0.173348,0.34213,0.45734
99,0.33603,0.34363,0.154781,0.170545,0.345396,0.461782
100,0.335876,0.34351,0.152249,0.167785,0.348624,0.466191
101,0.335687,0.343352,0.149757,0.165068,0.351814,0.470566
102,0.335462,0.343159,0.147304,0.162394,0.354965,0.474907
103,0.335205,0.34293,0.144889,0.159763,0.35808,0.479216
104,0.334915,0.342666,0.142514,0.157173,0.361157,0.483491
105,0.334593,0.34237,0.140176,0.154626,0.364197,0.487733
106,0.33424,0.342041,0.137876,0.15212,0.3672,0.491941
107,0.333858,0.34168,0.135614,0.149654,0.370167,0.496117
108,0.333447,0.34129,0.133388,0.147229,0.373098,0.50026
109,0.333008,0.340869,0.131199,0.144844,0.375993,0.504371
110,0.332542,0.34042,0.129046,0.142499,0.378853,0.508449
111,0.33205,0.339943,0.126929,0.140192,0.381678,0.512494
112,0.331531,0.339439,0.124847,0.137924,0.384468,0.516508
113,0.330989,0.338908,0.1228,0.135694,0.387224,0.52049
114,0.330422,0.338352,0.120787,0.133501,0.389947,0.52444
115,0.329832,0.337772,0.118808,0.131346,0.392635,0.528359
116,0.329219,0.337167,0.116862,0.129227,0.395291,0.532247
117,0.328584,0.336539,0.11495,0.127144,0.397913,0.536105
118,0.327929,0.335888,0.113069,0.125097,0.400504,0.539931
119,0.327252,0.335216,0.111221,0.123085,0.403062,0.543728
120,0.326556,0.334522,0.109405,0.121108,0.405589,0.547494
121,0.325841,0.333808,0.10762,0.119164,0.408085,0.55123
122,0.325107,0.333074,0.105865,0.117254,0.41055,0.554938
123,0.324355,0.332321,0.104141,0.115378,0.412985,0.558615
124,0.323585,0.331548,0.102447,0.113534,0.41539,0.562264
125,0.322798,0.330758,0.100782,0.111721,0.417765,0.565885
126,0.321996,0.329951,0.0991454,0.109941,0.420111,0.569477
127,0.321177,0.329126,0.0975377,0.108191,0.422428,0.57304
128,0.320343,0.328285,0.095958,0.106473,0.424717,0.576578
129,0.319494,0.327428,0.0944058,0.104784,0.426978,0.580087
130,0.318631,0.326556,0.0928808,0.103125,0.429211,0.58357
131,0.317754,0.325668,0.0913825,0.101495,0.431418,0.587025
132,0.316864,0.324767,0.0899104,0.0998935,0.433597,0.590454
133,0.315961,0.323852,0.0884642,0.0983205,0.43575,0.593857
134,0.315045,0.322923,0.0870433,0.0967751,0.437877,0.597233
135,0.314117,0.321981,0.0856475,0.095257,0.439978,0.600583
136,0.313178,0.321027,0.0842762,0.0937657,0.442054,0.603908
137,0.312227,0.32006,0.082929,0.0923008,0.444105,0.607207
138,0.311266,0.319082,0.0816056,0.0908618,0.446132,0.610482
139,0.310294,0.318093,0.0803056,0.0894483,0.448134,0.613731
140,0.309312,0.317093,0.0790285,0.0880597,0.450113,0.616957
141,0.308321,0.316083,0.0777739,0.0866958,0.452068,0.620157
142,0.30732,0.315062,0.0765415,0.085356,0.454,0.623334
143,0.30631,0.314032,0.0753309,0.0840399,0.45591,0.626487
144,0.305291,0.312992,0.0741417,0.0827472,0.457796,0.629617
145,0.304265,0.311944,0.0729735,0.0814774,0.459661,0.632724
146,0.30323,0.310887,0.0718259,0.0802301,0.461504,0.635807
147,0.302187,0.309821,0.0706986,0.0790048,0.463326,0.638868
148,0.301138,0.308748,0.0695913,0.0778013,0.465127,0.641906
149,0.300081,0.307667,0.0685035,0.0766191,0.466907,0.644923
150,0.299017,0.306578,0.067435,0.0754578,0.468666,0.647917
151,0.297947,0.305483,0.0663853,0.0743171,0.470405,0.65089
152,0.296871,0.304381,0.0653542,0.0731966,0.472125,0.653841
153,0.295788,0.303273,0.0643413,0.0720959,0.473825,0.65677
154,0.2947,0.302158,0.0633462,0.0710146,0.475506,0.659679
155,0.293607,0.301037,0.0623688,0.0699524,0.477167,0.662567
156,0.292508,0.299911,0.0614085,0.068909,0.478811,0.665435
157,0.291405,0.29878,0.0604652,0.067884,0.480436,0.668282
158,0.290296,0.297643,0.0595385,0.0668771,0.482043,0.671109
159,0.289184,0.296502,0.0586281,0.0658878,0.483632,0.673916
160,0.288067,0.295356,0.0577337,0.064916,0.485203,0.676704
161,0.286946,0.294205,0.0568551,0.0639613,0.486758,0.679472
162,0.285821,0.293051,0.0559919,0.0630234,0.488295,0.68222
163,0.284693,0.291892,0.0551438,0.0621019,0.489816,0.68495
164,0.283561,0.29073,0.0543106,0.0611965,0.49132,0.687661
165,0.282426,0.289565,0.053492,0.0603071,0.492808,0.690353
166,0.281288,0.288396,0.0526877,0.0594331,0.494281,0.693027
167,0.280147,0.287224,0.0518975,0.0585745,0.495737,0.695682
168,0.279004,0.286049,0.0511211,0.0577308,0.497178,0.69832
169,0.277858,0.284872,0.0503582,0.0569018,0.498604,0.700939
170,0.27671,0.283692,0.0496086,0.0560872,0.500015,0.703541
171,0.275559,0.28251,0.0488721,0.0552869,0.501411,0.706125
172,0.274407,0.281326,0.0481484,0.0545003,0.502792,0.708692
173,0.273253,0.280139,0.0474372,0.0537275,0.50416,0.711242
174,0.272098,0.278951,0.0467384,0.052968,0.505513,0.713774
175,0.270941,0.277762,0.0460517,0.0522216,0.506852,0.71629
176,0.269782,0.276571,0.0453769,0.0514881,0.508177,0.71879
177,0.268623,0.275379,0.0447137,0.0507673,0.509489,0.721272
178,0.267462,0.274185,0.044062,0.0500588,0.510788,0.723739
179,0.266301,0.272991,0.0434215,0.0493625,0.512074,0.726189
180,0.265139,0.271796,0.042792,0.0486782,0.513347,0.728623
181,0.263976,0.2706,0.0421733,0.0480055,0.514607,0.731042
182,0.262813,0.269404,0.0415652,0.0473444,0.515855,0.733445
183,0.26165,0.268207,0.0409676,0.0466945,0.51709,0.735832
184,0.260486,0.26701,0.0403801,0.0460557,0.518313,0.738204
185,0.259322,0.265813,0.0398027,0.0454278,0.519524,0.74056
186,0.258158,0.264616,0.0392352,0.0448105,0.520724,0.742902
187,0.256995,0.263419,0.0386773,0.0442037,0.521912,0.745228
188,0.255831,0.262222,0.0381288,0.0436071,0.523088,0.74754
189,0.254668,0.261026,0.0375897,0.0430206,0.524253,0.749837
190,0.253506,0.25983,0.0370597,0.042444,0.525407,0.752119
191,0.252344,0.258634,0.0365387,0.041877,0.52655,0.754387
192,0.251183,0.25744,0.0360264,0.0413196,0.527682,0.756641
193,0.250022,0.256246,0.0355228,0.0407715,0.528804,0.75888
194,0.248862,0.255053,0.0350276,0.0402326,0.529915,0.761105
195,0.247704,0.253861,0.0345408,0.0397026,0.531015,0.763317
196,0.246546,0.25267,0.0340621,0.0391815,0.532106,0.765515
197,0.24539,0.251481,0.0335914,0.038669,0.533186,0.767699
198,0.244234,0.250293,0.0331286,0.0381651,0.534257,0.769869
199,0.243081,0.249106,0.0326734,0.0376694,0.535317,0.772026
200,0.241928,0.24792,0.0322258,0.037182,0.536369,0.77417
201,0.240777,0.246736,0.0317857,0.0367025,0.53741,0.776301
202,0.239628,0.245554,0.0313528,0.036231,0.538442,0.778418
203,0.23848,0.244374,0.0309271,0.0357672,0.539465,0.780523
204,0.237334,0.243195,0.0305084,0.0353109,0.540479,0.782614
205,0.23619,0.242018,0.0300966,0.0348621,0.541483,0.784693
206,0.235047,0.240844,0.0296916,0.0344207,0.542479,0.786759
207,0.233907,0.239671,0.0292932,0.0339864,0.543466,0.788813
208,0.232769,0.2385,0.0289013,0.0335591,0.544445,0.790854
209,0.231632,0.237332,0.0285159,0.0331388,0.545414,0.792883
210,0.230498,0.236166,0.0281367,0.0327252,0.546376,0.794899
211,0.229366,0.235002,0.0277637,0.0323183,0.547329,0.796903
212,0.228237,0.23384,0.0273967,0.0319179,0.548274,0.798896
213,0.227109,0.232681,0.0270357,0.031524,0.549211,0.800876
214,0.225984,0.231525,0.0266805,0.0311363,0.550139,0.802844
215,0.224862,0.230371,0.0263311,0.0307549,0.55106,0.804801
216,0.223742,0.229219,0.0259872,0.0303795,0.551973,0.806746
217,0.222624,0.228071,0.0256489,0.0300101,0.552878,0.808679
218,0.22151,0.226925,0.0253161,0.0296465,0.553776,0.810601
219,0.220397,0.225782,0.0249885,0.0292886,0.554666,0.812511
220,0.219288,0.224641,0.0246661,0.0289364,0.555549,0.81441
221,0.218181,0.223504,0.0243489,0.0285898,0.556425,0.816298
222,0.217077,0.22237,0.0240368,0.0282486,0.557293,0.818175
223,0.215976,0.221238,0.0237295,0.0279127,0.558154,0.82004
224,0.214878,0.22011,0.0234272,0.0275821,0.559008,0.821895
225,0.213783,0.218985,0.0231296,0.0272566,0.559855,0.823738
226,0.212691,0.217862,0.0228367,0.0269361,0.560695,0.825571
227,0.211601,0.216743,0.0225483,0.0266207,0.561529,0.827393
228,0.210515,0.215628,0.0222645,0.0263101,0.562355,0.829204
229,0.209432,0.214515,0.0219852,0.0260043,0.563175,0.831004
230,0.208352,0.213406,0.0217102,0.0257032,0.563989,0.832794
231,0.207275,0.2123,0.0214395,0.0254067,0.564796,0.834574
232,0.206202,0.211197,0.0211729,0.0251147,0.565596,0.836343
233,0.205132,0.210098,0.0209105,0.0248272,0.56639,0.838102
234,0.204065,0.209002,0.0206522,0.0245441,0.567178,0.83985
235,0.203001,0.20791,0.0203978,0.0242652,0.56796,0.841589
236,0.201941,0.206821,0.0201474,0.0239906,0.568735,0.843317
237,0.200884,0.205736,0.0199008,0.0237202,0.569505,0.845035
238,0.19983,0.204654,0.0196579,0.0234538,0.570268,0.846743
239,0.19878,0.203576,0.0194188,0.0231914,0.571026,0.848442
240,0.197733,0.202501,0.0191833,0.0229329,0.571778,0.85013
241,0.19669,0.20143,0.0189514,0.0226783,0.572524,0.851809
242,0.19565,0.200363,0.018723,0.0224275,0.573264,0.853477
243,0.194614,0.1993,0.0184981,0.0221804,0.573999,0.855137
244,0.193581,0.19824,0.0182765,0.021937,0.574728,0.856786
245,0.192552,0.197184,0.0180582,0.0216972,0.575451,0.858426
246,0.191527,0.196131,0.0178433,0.0214609,0.576169,0.860057
247,0.190505,0.195083,0.0176315,0.0212281,0.576882,0.861678
248,0.189487,0.194038,0.0174229,0.0209987,0.577589,0.86329
249,0.188472,0.192997,0.0172174,0.0207727,0.578291,0.864893
250,0.187461,0.19196,0.017015,0.0205499,0.578988,0.866486
251,0.186454,0.190927,0.0168156,0.0203304,0.579679,0.86807
252,0.185451,0.189897,0.0166191,0.0201141,0.580365,0.869645
253,0.184451,0.188872,0.0164255,0.0199009,0.581047,0.871211
254,0.183455,0.18785,0.0162348,0.0196908,0.581723,0.872768
255,0.182463,0.186833,0.0160469,0.0194837,0.582394,0.874316
256,0.181475,0.185819,0.0158617,0.0192795,0.58306,0.875855
257,0.18049,0.184809,0.0156792,0.0190783,0.583722,0.877386
258,0.179509,0.183803,0.0154994,0.01888,0.584378,0.878907
259,0.178532,0.182802,0.0153222,0.0186845,0.58503,0.88042
260,0.177559,0.181804,0.0151476,0.0184917,0.585677,0.881924
261,0.17659,0.18081,0.0149755,0.0183017,0.58632,0.883419
262,0.175624,0.17982,0.0148058,0.0181144,0.586957,0.884906
263,0.174663,0.178834,0.0146386,0.0179297,0.58759,0.886385
264,0.173705,0.177852,0.0144738,0.0177476,0.588219,0.887855
265,0.172751,0.176875,0.0143114,0.017568,0.588843,0.889316
266,0.171801,0.175901,0.0141513,0.0173909,0.589463,0.890769
267,0.170855,0.174931,0.0139935,0.0172163,0.590078,0.892214
268,0.169913,0.173966,0.0138379,0.0170442,0.590689,0.893651
269,0.168975,0.173004,0.0136845,0.0168744,0.591295,0.895079
270,0.16804,0.172047,0.0135332,0.0167069,0.591897,0.896499
271,0.16711,0.171093,0.0133842,0.0165418,0.592495,0.897911
272,0.166184,0.170144,0.0132372,0.0163789,0.593089,0.899315
273,0.165261,0.169199,0.0130922,0.0162182,0.593679,0.900711
274,0.164343,0.168257,0.0129493,0.0160598,0.594264,0.902099
275,0.163428,0.16732,0.0128084,0.0159035,0.594845,0.903479
276,0.162517,0.166387,0.0126694,0.0157493,0.595423,0.904852
277,0.161611,0.165459,0.0125324,0.0155972,0.595996,0.906216
278,0.160708,0.164534,0.0123973,0.0154471,0.596565,0.907572
279,0.159809,0.163613,0.012264,0.0152991,0.597131,0.908921
280,0.158914,0.162697,0.0121326,0.015153,0.597692,0.910262
281,0.158024,0.161784,0.0120029,0.0150089,0.598249,0.911596
282,0.157137,0.160876,0.0118751,0.0148667,0.598803,0.912921
283,0.156254,0.159972,0.011749,0.0147264,0.599353,0.91424
284,0.155375,0.159071,0.0116246,0.014588,0.599899,0.91555
285,0.1545,0.158175,0.0115019,0.0144514,0.600441,0.916853
286,0.153629,0.157283,0.0113808,0.0143166,0.60098,0.918149
287,0.152762,0.156396,0.0112614,0.0141835,0.601515,0.919437
288,0.151899,0.155512,0.0111436,0.0140522,0.602046,0.920718
289,0.15104,0.154632,0.0110274,0.0139227,0.602574,0.921992
290,0.150184,0.153757,0.0109127,0.0137948,0.603098,0.923258
291,0.149333,0.152885,0.0107996,0.0136685,0.603619,0.924518
292,0.148486,0.152018,0.010688,0.013544,0.604136,0.92577
293,0.147643,0.151155,0.0105779,0.013421,0.604649,0.927014
294,0.146803,0.150295,0.0104692,0.0132996,0.605159,0.928252
295,0.145968,0.14944,0.010362,0.0131797,0.605666,0.929483
296,0.145136,0.148589,0.0102561,0.0130614,0.606169,0.930706
297,0.144309,0.147742,0.0101517,0.0129446,0.606669,0.931923
298,0.143485,0.146899,0.0100486,0.0128293,0.607166,0.933132
299,0.142666,0.146061,0.00994694,0.0127154,0.607659,0.934335
300,0.14185,0.145226,0.00984656,0.012603,0.608149,0.935531
301,0.141038,0.144395,0.00974749,0.012492,0.608635,0.93672
302,0.14023,0.143568,0.0096497,0.0123824,0.609119,0.937902
303,0.139426,0.142746,0.00955318,0.0122742,0.609599,0.939077
304,0.138626,0.141927,0.0094579,0.0121673,0.610076,0.940246
305,0.13783,0.141112,0.00936385,0.0120617,0.61055,0.941408
306,0.137038,0.140302,0.00927101,0.0119575,0.611021,0.942563
307,0.136249,0.139495,0.00917936,0.0118546,0.611488,0.943712
308,0.135465,0.138692,0.00908888,0.0117529,0.611953,0.944854
309,0.134684,0.137894,0.00899955,0.0116525,0.612414,0.945989
310,0.133907,0.137099,0.00891136,0.0115533,0.612873,0.947118
311,0.133134,0.136309,0.00882429,0.0114553,0.613328,0.948241
312,0.132365,0.135522,0.00873831,0.0113585,0.613781,0.949357
313,0.1316,0.134739,0.00865342,0.0112629,0.61423,0.950467
314,0.130839,0.13396,0.0085696,0.0111685,0.614677,0.95157
315,0.130081,0.133185,0.00848683,0.0110752,0.61512,0.952667
316,0.129327,0.132415,0.00840509,0.010983,0.615561,0.953758
317,0.128578,0.131648,0.00832437,0.010892,0.615999,0.954842
318,0.127831,0.130884,0.00824466,0.010802,0.616434,0.955921
319,0.127089,0.130125,0.00816594,0.0107131,0.616866,0.956993
320,0.126351,0.12937,0.00808818,0.0106253,0.617295,0.958059
321,0.125616,0.128619,0.00801139,0.0105385,0.617722,0.959118
322,0.124885,0.127871,0.00793555,0.0104528,0.618146,0.960172
323,0.124157,0.127127,0.00786063,0.0103682,0.618567,0.96122
324,0.123434,0.126387,0.00778663,0.0102845,0.618985,0.962261
325,0.122714,0.125652,0.00771353,0.0102019,0.619401,0.963297
326,0.121998,0.124919,0.00764133,0.0101202,0.619814,0.964327
327,0.121286,0.124191,0.00757,0.0100394,0.620224,0.96535
328,0.120577,0.123466,0.00749953,0.00995965,0.620632,0.966368
329,0.119872,0.122746,0.00742992,0.00988078,0.621037,0.96738
330,0.119171,0.122029,0.00736114,0.00980284,0.621439,0.968386
331,0.118473,0.121316,0.00729319,0.00972579,0.621839,0.969387
332,0.117779,0.120606,0.00722605,0.00964962,0.622236,0.970381
333,0.117089,0.119901,0.00715972,0.00957433,0.622631,0.97137
334,0.116402,0.119199,0.00709417,0.0094999,0.623023,0.972353
335,0.115719,0.118501,0.00702941,0.00942632,0.623413,0.973331
336,0.11504,0.117806,0.00696541,0.00935357,0.6238,0.974303
337,0.114364,0.117115,0.00690217,0.00928165,0.624185,0.975269
338,0.113692,0.116428,0.00683967,0.00921054,0.624567,0.976229
339,0.113023,0.115745,0.00677791,0.00914023,0.624947,0.977185
340,0.112358,0.115065,0.00671687,0.00907072,0.625325,0.978134
341,0.111697,0.114389,0.00665655,0.00900198,0.6257,0.979078
342,0.111039,0.113717,0.00659693,0.00893401,0.626072,0.980017
343,0.110385,0.113048,0.006538,0.0088668,0.626443,0.98095
344,0.109734,0.112383,0.00647976,0.00880033,0.62681,0.981878
345,0.109087,0.111721,0.00642219,0.0087346,0.627176,0.9828
346,0.108443,0.111063,0.00636528,0.00866959,0.627539,0.983718
347,0.107802,0.110409,0.00630903,0.00860529,0.6279,0.984629
348,0.107165,0.109758,0.00625342,0.0085417,0.628259,0.985536
349,0.106532,0.109111,0.00619846,0.0084788,0.628615,0.986437
350,0.105902,0.108467,0.00614411,0.00841659,0.628969,0.987333
351,0.105276,0.107827,0.00609039,0.00835505,0.629321,0.988224
352,0.104652,0.10719,0.00603728,0.00829418,0.629671,0.98911
353,0.104033,0.106557,0.00598477,0.00823397,0.630018,0.989991
354,0.103417,0.105927,0.00593285,0.0081744,0.630364,0.990866
355,0.102804,0.105301,0.00588151,0.00811548,0.630707,0.991737
356,0.102194,0.104678,0.00583076,0.00805718,0.631048,0.992602
357,0.101588,0.104059,0.00578057,0.0079995,0.631387,0.993462
358,0.100985,0.103443,0.00573094,0.00794244,0.631723,0.994318
359,0.100386,0.10283,0.00568186,0.00788598,0.632058,0.995168
360,0.0997896,0.102221,0.00563333,0.00783011,0.63239,0.996014
361,0.0991967,0.101616,0.00558534,0.00777484,0.632721,0.996854
362,0.0986072,0.101013,0.00553788,0.00772014,0.633049,0.99769
363,0.098021,0.100414,0.00549094,0.00766602,0.633375,0.998521
364,0.097438,0.0998188,0.00544452,0.00761246,0.6337,0.999347
365,0.0968583,0.0992266,0.00539861,0.00755946,0.634022,1.00017
366,0.0962818,0.0986377,0.0053532,0.00750701,0.634342,1.00098
367,0.0957086,0.0980521,0.00530828,0.0074551,0.63466,1.0018
368,0.0951386,0.0974698,0.00526386,0.00740373,0.634976,1.0026
369,0.0945717,0.0968907,0.00521991,0.00735288,0.635291,1.00341
370,0.0940081,0.096315,0.00517644,0.00730256,0.635603,1.0042
371,0.0934477,0.0957425,0.00513345,0.00725275,0.635913,1.005
372,0.0928904,0.0951732,0.00509091,0.00720345,0.636222,1.00578
373,0.0923363,0.0946072,0.00504883,0.00715465,0.636528,1.00657
374,0.0917853,0.0940444,0.0050072,0.00710634,0.636833,1.00735
375,0.0912374,0.0934847,0.00496602,0.00705852,0.637136,1.00812
376,0.0906927,0.0929283,0.00492527,0.00701118,0.637436,1.00889
377,0.090151,0.092375,0.00488496,0.00696432,0.637735,1.00966
378,0.0896124,0.0918249,0.00484507,0.00691793,0.638032,1.01042
379,0.089077,0.0912779,0.00480561,0.006872,0.638328,1.01118
380,0.0885445,0.0907341,0.00476656,0.00682652,0.638621,1.01193
381,0.0880151,0.0901934,0.00472793,0.0067815,0.638913,1.01268
382,0.0874888,0.0896557,0.00468969,0.00673692,0.639202,1.01342
383,0.0869654,0.0891212,0.00465186,0.00669278,0.63949,1.01416
384,0.0864451,0.0885897,0.00461443,0.00664907,0.639777,1.01489
385,0.0859277,0.0880613,0.00457738,0.00660579,0.640061,1.01562
386,0.0854133,0.087536,0.00454072,0.00656294,0.640344,1.01635
387,0.0849019,0.0870136,0.00450443,0.0065205,0.640625,1.01707
388,0.0843934,0.0864943,0.00446852,0.00647847,0.640904,1.01779
389,0.0838879,0.085978,0.00443298,0.00643685,0.641182,1.0185
390,0.0833853,0.0854647,0.00439781,0.00639564,0.641457,1.01921
391,0.0828856,0.0849543,0.004363,0.00635481,0.641732,1.01992
392,0.0823888,0.0844469,0.00432854,0.00631438,0.642004,1.02062
393,0.0818949,0.0839425,0.00429443,0.00627434,0.642275,1.02132
394,0.0814038,0.083441,0.00426067,0.00623468,0.642544,1.02201
395,0.0809156,0.0829424,0.00422726,0.00619539,0.642811,1.0227
396,0.0804302,0.0824467,0.00419418,0.00615648,0.643077,1.02338
397,0.0799477,0.0819539,0.00416143,0.00611793,0.643341,1.02407
398,0.079468,0.081464,0.00412901,0.00607975,0.643604,1.02474
399,0.0789911,0.0809769,0.00409692,0.00604192,0.643865,1.02542
400,0.0785169,0.0804927,0.00406515,0.00600445,0.644124,1.02608
401,0.0780456,0.0800113,0.0040337,0.00596733,0.644382,1.02675
402,0.077577,0.0795328,0.00400256,0.00593055,0.644638,1.02741
403,0.0771111,0.079057,0.00397173,0.00589412,0.644893,1.02807
404,0.076648,0.0785841,0.00394121,0.00585802,0.645146,1.02872
405,0.0761876,0.0781139,0.00391099,0.00582226,0.645397,1.02937
406,0.0757299,0.0776465,0.00388106,0.00578682,0.645647,1.03002
407,0.0752749,0.0771818,0.00385143,0.00575171,0.645896,1.03066
408,0.0748226,0.0767199,0.00382209,0.00571692,0.646142,1.0313
409,0.074373,0.0762607,0.00379304,0.00568244,0.646388,1.03193
410,0.073926,0.0758043,0.00376427,0.00564828,0.646632,1.03256
411,0.0734816,0.0753505,0.00373578,0.00561443,0.646874,1.03319
412,0.0730399,0.0748994,0.00370757,0.00558089,0.647115,1.03382
413,0.0726008,0.0744509,0.00367963,0.00554764,0.647355,1.03444
