Time,TMin,TMax,VMin,VMax,NMin,NMax
411,0.0634495,0.0654068,0.00408748,0.00614776,0.640039,1.01431
412,0.0630536,0.0650012,0.00405856,0.00611381,0.640251,1.01485
413,0.0626601,0.0645981,0.0040299,0.00608016,0.640462,1.01539
414,0.062269,0.0641976,0.00400151,0.00604678,0.640672,1.01593
415,0.0618804,0.0637995,0.00397338,0.00601369,0.64088,1.01646
416,0.0614943,0.0634039,0.0039455,0.00598088,0.641087,1.01699
417,0.0611105,0.0630108,0.00391788,0.00594834,0.641293,1.01752
418,0.0607291,0.0626201,0.0038905,0.00591607,0.641498,1.01804
419,0.0603501,0.0622318,0.00386337,0.00588407,0.641701,1.01856
420,0.0599735,0.061846,0.00383648,0.00585233,0.641903,1.01908
421,0.0595992,0.0614626,0.00380984,0.00582086,0.642104,1.0196
422,0.0592273,0.0610816,0.00378343,0.00578965,0.642303,1.02011
423,0.0588577,0.0607029,0.00375726,0.00575869,0.642501,1.02062
424,0.0584904,0.0603266,0.00373133,0.00572799,0.642698,1.02112
425,0.0581254,0.0599527,0.00370562,0.00569753,0.642894,1.02163
426,0.0577627,0.0595811,0.00368014,0.00566733,0.643089,1.02212
427,0.0574022,0.0592119,0.00365488,0.00563737,0.643282,1.02262
428,0.0570441,0.0588449,0.00362985,0.00560765,0.643474,1.02311
429,0.0566881,0.0584803,0.00360504,0.00557817,0.643665,1.0236
430,0.0563345,0.0581179,0.00358044,0.00554893,0.643855,1.02409
431,0.055983,0.0577579,0.00355606,0.00551992,0.644043,1.02458
432,0.0556338,0.0574,0.0035319,0.00549115,0.64423,1.02506
433,0.0552867,0.0570445,0.00350794,0.0054626,0.644417,1.02554
434,0.0549418,0.0566911,0.00348419,0.00543428,0.644602,1.02601
435,0.0545991,0.05634,0.00346065,0.00540619,0.644786,1.02648
436,0.0542586,0.0559911,0.00343731,0.00537831,0.644968,1.02695
437,0.0539202,0.0556444,0.00341417,0.00535066,0.64515,1.02742
438,0.053584,0.0552999,0.00339123,0.00532322,0.64533,1.02788
439,0.0532498,0.0549576,0.00336848,0.005296,0.64551,1.02834
440,0.0529178,0.0546174,0.00334594,0.00526899,0.645688,1.0288
441,0.0525879,0.0542793,0.00332358,0.00524219,0.645865,1.02926
442,0.0522601,0.0539434,0.00330141,0.0052156,0.646041,1.02971
443,0.0519343,0.0536096,0.00327944,0.00518921,0.646216,1.03016
444,0.0516106,0.0532779,0.00325764,0.00516303,0.64639,1.03061
445,0.051289,0.0529484,0.00323604,0.00513705,0.646563,1.03105
446,0.0509694,0.0526208,0.00321461,0.00511127,0.646734,1.03149
447,0.0506518,0.0522954,0.00319337,0.00508568,0.646905,1.03193
448,0.0503362,0.051972,0.0031723,0.00506029,0.647075,1.03237
449,0.0500226,0.0516507,0.00315141,0.00503509,0.647243,1.0328
450,0.0497111,0.0513314,0.00313069,0.00501008,0.647411,1.03323
451,0.0494015,0.0510142,0.00311015,0.00498526,0.647577,1.03366
452,0.0490938,0.0506989,0.00308977,0.00496063,0.647743,1.03409
453,0.0487882,0.0503856,0.00306957,0.00493618,0.647907,1.03451
454,0.0484844,0.0500744,0.00304953,0.00491192,0.648071,1.03493
455,0.0481826,0.0497651,0.00302966,0.00488783,0.648233,1.03535
456,0.0478827,0.0494577,0.00300995,0.00486393,0.648394,1.03577
457,0.0475848,0.0491524,0.00299041,0.0048402,0.648555,1.03618
458,0.0472887,0.0488489,0.00297102,0.00481665,0.648714,1.03659
459,0.0469945,0.0485474,0.00295179,0.00479327,0.648873,1.037
460,0.0467022,0.0482478,0.00293272,0.00477006,0.64903,1.0374
461,0.0464117,0.0479501,0.00291381,0.00474703,0.649187,1.03781
462,0.0461231,0.0476543,0.00289505,0.00472416,0.649342,1.03821
463,0.0458364,0.0473604,0.00287644,0.00470146,0.649497,1.03861
464,0.0455514,0.0470683,0.00285798,0.00467892,0.649651,1.039
465,0.0452683,0.0467781,0.00283967,0.00465654,0.649803,1.0394
466,0.044987,0.0464898,0.0028215,0.00463433,0.649955,1.03979
467,0.0447075,0.0462033,0.00280348,0.00461228,0.650106,1.04017
468,0.0444298,0.0459186,0.00278561,0.00459038,0.650256,1.04056
469,0.0441539,0.0456358,0.00276788,0.00456865,0.650405,1.04094
470,0.0438797,0.0453547,0.00275029,0.00454706,0.650553,1.04133
471,0.0436073,0.0450754,0.00273284,0.00452563,0.6507,1.04171
472,0.0433366,0.0447979,0.00271553,0.00450436,0.650847,1.04208
473,0.0430676,0.0445222,0.00269836,0.00448323,0.650992,1.04246
474,0.0428004,0.0442483,0.00268132,0.00446225,0.651137,1.04283
475,0.0425349,0.0439761,0.00266441,0.00444142,0.65128,1.0432
476,0.0422711,0.0437056,0.00264764,0.00442073,0.651423,1.04357
477,0.042009,0.0434369,0.002631,0.00440019,0.651565,1.04393
478,0.0417485,0.0431698,0.00261449,0.0043798,0.651706,1.0443
479,0.0414897,0.0429045,0.00259811,0.00435954,0.651846,1.04466
480,0.0412326,0.0426409,0.00258186,0.00433942,0.651986,1.04502
481,0.0409772,0.042379,0.00256573,0.00431945,0.652124,1.04537
482,0.0407233,0.0421187,0.00254973,0.00429961,0.652262,1.04573
483,0.0404711,0.0418601,0.00253386,0.00427991,0.652399,1.04608
484,0.0402206,0.0416032,0.0025181,0.00426034,0.652535,1.04643
485,0.0399716,0.0413479,0.00250247,0.0042409,0.65267,1.04678
486,0.0397242,0.0410942,0.00248695,0.0042216,0.652804,1.04713
487,0.0394784,0.0408422,0.00247156,0.00420243,0.652938,1.04747
488,0.0392342,0.0405918,0.00245629,0.00418339,0.65307,1.04781
489,0.0389916,0.0403429,0.00244113,0.00416448,0.653202,1.04815
490,0.0387506,0.0400957,0.00242608,0.00414569,0.653333,1.04849
491,0.038511,0.0398501,0.00241115,0.00412703,0.653464,1.04882
492,0.0382731,0.039606,0.00239634,0.0041085,0.653593,1.04916
493,0.0380366,0.0393635,0.00238163,0.00409009,0.653722,1.04949
494,0.0378017,0.0391226,0.00236704,0.0040718,0.65385,1.04982
495,0.0375683,0.0388831,0.00235256,0.00405363,0.653977,1.05015
496,0.0373364,0.0386453,0.00233819,0.00403558,0.654104,1.05047
497,0.0371059,0.0384089,0.00232392,0.00401766,0.654229,1.0508
498,0.036877,0.0381741,0.00230976,0.00399985,0.654354,1.05112
499,0.0366495,0.0379408,0.00229571,0.00398215,0.654479,1.05144
500,0.0364235,0.037709,0.00228177,0.00396458,0.654602,1.05176
501,0.036199,0.0374786,0.00226792,0.00394711,0.654725,1.05207
502,0.0359759,0.0372498,0.00225418,0.00392976,0.654847,1.05239
503,0.0357543,0.0370224,0.00224054,0.00391253,0.654968,1.0527
504,0.035534,0.0367965,0.00222701,0.0038954,0.655088,1.05301
505,0.0353152,0.036572,0.00221357,0.00387838,0.655208,1.05332
506,0.0350978,0.036349,0.00220023,0.00386148,0.655327,1.05362
507,0.0348818,0.0361274,0.00218699,0.00384468,0.655446,1.05393
508,0.0346672,0.0359072,0.00217385,0.00382799,0.655563,1.05423
509,0.034454,0.0356884,0.0021608,0.00381141,0.65568,1.05453
510,0.0342422,0.0354711,0.00214785,0.00379493,0.655796,1.05483
511,0.0340317,0.0352551,0.00213499,0.00377856,0.655912,1.05513
512,0.0338226,0.0350405,0.00212223,0.00376229,0.656027,1.05543
513,0.0336148,0.0348273,0.00210956,0.00374612,0.656141,1.05572
514,0.0334084,0.0346155,0.00209698,0.00373005,0.656255,1.05601
515,0.0332033,0.034405,0.0020845,0.00371409,0.656367,1.0563
516,0.0329996,0.0341959,0.0020721,0.00369822,0.65648,1.05659
517,0.0327971,0.0339882,0.00205979,0.00368245,0.656591,1.05688
518,0.032596,0.0337817,0.00204757,0.00366679,0.656702,1.05716
519,0.0323961,0.0335766,0.00203544,0.00365121,0.656812,1.05745
520,0.0321976,0.0333729,0.0020234,0.00363574,0.656921,1.05773
521,0.0320003,0.0331704,0.00201144,0.00362036,0.65703,1.05801
522,0.0318043,0.0329692,0.00199957,0.00360507,0.657138,1.05829
523,0.0316096,0.0327693,0.00198778,0.00358988,0.657246,1.05856
524,0.0314161,0.0325707,0.00197608,0.00357478,0.657353,1.05884
525,0.0312239,0.0323734,0.00196446,0.00355978,0.657459,1.05911
526,0.0310329,0.0321774,0.00195292,0.00354486,0.657565,1.05938
527,0.0308431,0.0319826,0.00194146,0.00353004,0.65767,1.05965
528,0.0306546,0.0317891,0.00193008,0.0035153,0.657774,1.05992
529,0.0304673,0.0315968,0.00191879,0.00350066,0.657878,1.06019
530,0.0302812,0.0314057,0.00190757,0.0034861,0.657981,1.06045
531,0.0300964,0.0312159,0.00189644,0.00347163,0.658084,1.06072
532,0.0299127,0.0310273,0.00188538,0.00345724,0.658186,1.06098
533,0.0297302,0.0308399,0.00187439,0.00344294,0.658287,1.06124
534,0.0295488,0.0306538,0.00186349,0.00342873,0.658388,1.0615
535,0.0293687,0.0304688,0.00185266,0.0034146,0.658488,1.06176
536,0.0291897,0.030285,0.00184191,0.00340056,0.658588,1.06201
537,0.0290119,0.0301024,0.00183123,0.00338659,0.658687,1.06227
538,0.0288352,0.0299209,0.00182062,0.00337271,0.658785,1.06252
539,0.0286596,0.0297407,0.00181009,0.00335891,0.658883,1.06277
540,0.0284852,0.0295616,0.00179963,0.0033452,0.65898,1.06302
541,0.028312,0.0293836,0.00178924,0.00333156,0.659077,1.06327
542,0.0281398,0.0292068,0.00177893,0.003318,0.659173,1.06352
543,0.0279688,0.0290311,0.00176868,0.00330452,0.659269,1.06376
544,0.0277988,0.0288566,0.00175851,0.00329112,0.659364,1.06401
545,0.02763,0.0286831,0.0017484,0.0032778,0.659458,1.06425
546,0.0274622,0.0285108,0.00173837,0.00326455,0.659552,1.06449
547,0.0272956,0.0283396,0.0017284,0.00325138,0.659645,1.06473
548,0.02713,0.0281695,0.0017185,0.00323828,0.659738,1.06497
549,0.0269655,0.0280005,0.00170867,0.00322526,0.65983,1.06521
550,0.026802,0.0278326,0.0016989,0.00321232,0.659922,1.06544
551,0.0266396,0.0276658,0.0016892,0.00319944,0.660013,1.06567
552,0.0264783,0.0275,0.00167957,0.00318664,0.660104,1.06591
553,0.026318,0.0273353,0.00167,0.00317392,0.660194,1.06614
554,0.0261587,0.0271717,0.00166049,0.00316126,0.660284,1.06637
555,0.0260005,0.0270091,0.00165105,0.00314868,0.660373,1.0666
556,0.0258433,0.0268476,0.00164168,0.00313616,0.660461,1.06682
557,0.0256871,0.0266871,0.00163236,0.00312372,0.660549,1.06705
558,0.0255319,0.0265276,0.00162311,0.00311135,0.660637,1.06727
559,0.0253777,0.0263692,0.00161392,0.00309904,0.660724,1.0675
560,0.0252245,0.0262117,0.00160479,0.0030868,0.66081,1.06772
561,0.0250723,0.0260553,0.00159572,0.00307464,0.660897,1.06794
562,0.0249211,0.0258999,0.00158671,0.00306253,0.660982,1.06816
563,0.0247709,0.0257455,0.00157776,0.0030505,0.661067,1.06838
564,0.0246216,0.0255921,0.00156888,0.00303853,0.661152,1.06859
565,0.0244733,0.0254396,0.00156005,0.00302663,0.661236,1.06881
566,0.024326,0.0252882,0.00155127,0.00301479,0.661319,1.06902
567,0.0241796,0.0251377,0.00154256,0.00300302,0.661402,1.06923
568,0.0240341,0.0249882,0.0015339,0.00299131,0.661485,1.06945
569,0.0238896,0.0248396,0.0015253,0.00297967,0.661567,1.06966
570,0.0237461,0.024692,0.00151676,0.00296808,0.661649,1.06987
571,0.0236034,0.0245454,0.00150827,0.00295656,0.66173,1.07007
572,0.0234617,0.0243997,0.00149984,0.00294511,0.661811,1.07028
573,0.0233209,0.0242549,0.00149146,0.00293371,0.661891,1.07049
574,0.023181,0.024111,0.00148314,0.00292238,0.661971,1.07069
575,0.023042,0.0239681,0.00147487,0.0029111,0.66205,1.07089
576,0.0229039,0.0238261,0.00146665,0.00289989,0.662129,1.07109
577,0.0227667,0.023685,0.00145849,0.00288874,0.662207,1.07129
578,0.0226304,0.0235448,0.00145038,0.00287764,0.662285,1.07149
579,0.0224949,0.0234055,0.00144233,0.00286661,0.662363,1.07169
580,0.0223604,0.0232671,0.00143432,0.00285563,0.66244,1.07189
581,0.0222267,0.0231296,0.00142637,0.00284471,0.662516,1.07209
582,0.0220938,0.022993,0.00141847,0.00283385,0.662593,1.07228
583,0.0219618,0.0228572,0.00141062,0.00282304,0.662668,1.07247
584,0.0218307,0.0227223,0.00140282,0.00281229,0.662744,1.07267
585,0.0217004,0.0225883,0.00139506,0.0028016,0.662819,1.07286
586,0.021571,0.0224551,0.00138736,0.00279097,0.662893,1.07305
587,0.0214424,0.0223228,0.00137971,0.00278038,0.662967,1.07324
588,0.0213146,0.0221914,0.00137211,0.00276986,0.663041,1.07342
589,0.0211877,0.0220608,0.00136455,0.00275939,0.663114,1.07361
590,0.0210615,0.021931,0.00135705,0.00274897,0.663187,1.0738
591,0.0209362,0.021802,0.00134959,0.0027386,0.663259,1.07398
592,0.0208117,0.0216739,0.00134218,0.00272829,0.663331,1.07417
593,0.020688,0.0215466,0.00133481,0.00271803,0.663403,1.07435
594,0.020565,0.0214201,0.00132749,0.00270783,0.663474,1.07453
595,0.0204429,0.0212944,0.00132022,0.00269768,0.663545,1.07471
596,0.0203216,0.0211695,0.00131299,0.00268757,0.663615,1.07489
597,0.020201,0.0210454,0.00130581,0.00267752,0.663685,1.07507
598,0.0200812,0.0209222,0.00129868,0.00266752,0.663754,1.07525
599,0.0199622,0.0207997,0.00129158,0.00265757,0.663824,1.07542
