Time,TR,RM
0,1,0.282723
1,0.977807,0.296073
2,0.95835,0.31634
3,0.941072,0.339562
4,0.925559,0.364851
5,0.911515,0.391935
6,0.898716,0.42073
7,0.886989,0.451223
8,0.876195,0.483439
9,0.866221,0.51742
10,0.856971,0.55322
11,0.848366,0.5909
12,0.840336,0.630523
13,0.832821,0.672154
14,0.825769,0.715859
15,0.819135,0.761705
16,0.812875,0.809755
17,0.806954,0.860073
18,0.801339,0.912718
19,0.795999,0.96775
20,0.790907,1.02522
21,0.786039,1.08519
22,0.781373,1.14769
23,0.776888,1.21277
24,0.772565,1.28047
25,0.768388,1.35082
26,0.764341,1.42385
27,0.760409,1.49957
28,0.75658,1.57799
29,0.752842,1.65913
30,0.749183,1.74298
31,0.745593,1.82953
32,0.742065,1.91876
33,0.738588,2.01065
34,0.735156,2.10517
35,0.731761,2.20228
36,0.728398,2.30192
37,0.72506,2.40405
38,0.721743,2.50859
39,0.718442,2.61549
40,0.715153,2.72466
41,0.711873,2.83601
42,0.708597,2.94947
43,0.705325,3.06492
44,0.702053,3.18228
45,0.698779,3.30144
46,0.695502,3.42229
47,0.692221,3.54471
48,0.688934,3.6686
49,0.685641,3.79383
50,0.682341,3.92028
51,0.679035,4.04783
52,0.675721,4.17637
53,0.672401,4.30576
54,0.669074,4.4359
55,0.665741,4.56665
56,0.662403,4.6979
57,0.65906,4.82953
58,0.655713,4.96143
59,0.652363,5.09348
60,0.64901,5.22558
61,0.645657,5.35762
62,0.642304,5.48949
63,0.638953,5.62109
64,0.635603,5.75234
65,0.632258,5.88313
66,0.628916,6.01337
67,0.625581,6.143
68,0.622253,6.27191
69,0.618933,6.40005
70,0.615622,6.52733
71,0.612322,6.65368
72,0.609033,6.77906
73,0.605756,6.90339
74,0.602493,7.02662
75,0.599245,7.14871
76,0.596012,7.26959
77,0.592795,7.38923
78,0.589595,7.50759
79,0.586413,7.62463
80,0.58325,7.74032
81,0.580105,7.85463
82,0.576981,7.96752
83,0.573877,8.07899
84,0.570794,8.189
85,0.567732,8.29753
86,0.564693,8.40458
87,0.561675,8.51012
88,0.55868,8.61416
89,0.555708,8.71667
90,0.552759,8.81765
91,0.549834,8.9171
92,0.546932,9.01501
93,0.544054,9.11138
94,0.5412,9.20622
95,0.538369,9.29952
96,0.535563,9.39129
97,0.532781,9.48154
