Time,TR,RM
0,1,0.282723
1,0.977935,0.296035
2,0.954534,0.317631
3,0.92957,0.343845
4,0.902917,0.374157
5,0.874539,0.408756
6,0.844475,0.448115
7,0.81283,0.492883
8,0.779772,0.543863
9,0.745529,0.602002
10,0.710383,0.668397
11,0.674656,0.744289
12,0.638701,0.831069
13,0.602885,0.930269
14,0.56757,1.04355
15,0.533101,1.17267
16,0.499789,1.31948
17,0.467901,1.48583
18,0.437651,1.67356
19,0.409203,1.88437
20,0.382667,2.11974
21,0.358109,2.38082
22,0.335551,2.66825
23,0.314984,2.98204
24,0.296372,3.32135
25,0.279655,3.68442
26,0.264758,4.06842
27,0.251594,4.46941
28,0.240062,4.88247
29,0.230055,5.30182
30,0.221455,5.72113
31,0.214142,6.13392
32,0.207987,6.5339
33,0.202862,6.91542
34,0.198636,7.27379
35,0.195183,7.60544
36,0.192379,7.90805
37,0.190109,8.18052
38,0.188265,8.42283
39,0.186754,8.63585
40,0.185493,8.82115
41,0.184414,8.98076
42,0.183461,9.117
43,0.182588,9.23231
44,0.181764,9.32912
45,0.180963,9.40977
46,0.180169,9.47646
47,0.17937,9.53117
48,0.17856,9.57568
49,0.177734,9.61157
50,0.176892,9.64022
51,0.176033,9.66279
52,0.175158,9.68031
53,0.17427,9.69362
54,0.17337,9.70344
55,0.17246,9.71039
56,0.171541,9.71497
57,0.170616,9.7176
58,0.169686,9.71863
59,0.168753,9.71836
60,0.167817,9.71701
61,0.16688,9.71479
62,0.165942,9.71186
63,0.165005,9.70835
64,0.164069,9.70438
65,0.163135,9.70004
66,0.162203,9.69539
67,0.161274,9.69051
68,0.160347,9.68544
69,0.159424,9.68022
70,0.158504,9.67488
71,0.157588,9.66946
72,0.156676,9.66398
73,0.155767,9.65844
74,0.154863,9.65288
75,0.153962,9.6473
76,0.153066,9.64171
77,0.152174,9.63612
78,0.151286,9.63054
79,0.150403,9.62497
80,0.149524,9.61941
81,0.148649,9.61387
82,0.147779,9.60836
83,0.146912,9.60287
84,0.146051,9.5974
85,0.145193,9.59197
86,0.14434,9.58656
87,0.143492,9.58118
88,0.142647,9.57584
89,0.141807,9.57052
90,0.140972,9.56524
91,0.14014,9.55999
92,0.139313,9.55477
93,0.138491,9.54958
94,0.137672,9.54442
95,0.136858,9.5393
96,0.136048,9.53421
97,0.135242,9.52915
98,0.134441,9.52412
99,0.133644,9.51913
100,0.13285,9.51417
101,0.132062,9.50923
102,0.131277,9.50434
103,0.130496,9.49947
104,0.12972,9.49463
105,0.128948,9.48982
106,0.128179,9.48505
107,0.127415,9.48031
108,0.126655,9.47559
109,0.125899,9.47091
110,0.125147,9.46626
111,0.124399,9.46163
112,0.123655,9.45704
113,0.122915,9.45248
114,0.122179,9.44794
115,0.121447,9.44344
116,0.120719,9.43896
117,0.119995,9.43452
118,0.119275,9.4301
119,0.118559,9.42571
120,0.117846,9.42135
121,0.117138,9.41702
122,0.116433,9.41271
123,0.115732,9.40844
124,0.115035,9.40419
125,0.114342,9.39997
126,0.113652,9.39577
127,0.112967,9.3916
128,0.112285,9.38746
129,0.111606,9.38335
130,0.110932,9.37927
131,0.110261,9.37521
132,0.109594,9.37117
133,0.108931,9.36716
134,0.108271,9.36318
135,0.107615,9.35923
136,0.106962,9.3553
137,0.106313,9.35139
138,0.105668,9.34751
139,0.105026,9.34366
140,0.104388,9.33983
141,0.103754,9.33602
142,0.103123,9.33224
143,0.102495,9.32849
144,0.101871,9.32476
145,0.10125,9.32105
146,0.100633,9.31737
147,0.10002,9.31371
148,0.0994095,9.31007
149,0.0988028,9.30646
150,0.0981994,9.30287
151,0.0975995,9.29931
152,0.0970029,9.29577
153,0.0964097,9.29225
154,0.0958198,9.28875
155,0.0952332,9.28528
156,0.09465,9.28183
157,0.0940701,9.2784
158,0.0934934,9.275
159,0.0929201,9.27161
160,0.09235,9.26825
161,0.0917831,9.26491
162,0.0912194,9.26159
163,0.090659,9.25829
164,0.0901017,9.25502
165,0.0895476,9.25177
166,0.0889967,9.24853
167,0.088449,9.24532
168,0.0879043,9.24213
169,0.0873628,9.23896
170,0.0868244,9.23581
171,0.0862891,9.23268
172,0.0857569,9.22957
173,0.0852277,9.22648
174,0.0847015,9.22342
175,0.0841784,9.22037
176,0.0836583,9.21734
177,0.0831412,9.21433
178,0.0826271,9.21134
179,0.082116,9.20837
180,0.0816078,9.20542
181,0.0811025,9.20249
182,0.0806002,9.19958
183,0.0801008,9.19668
184,0.0796043,9.19381
185,0.0791107,9.19095
186,0.0786199,9.18811
187,0.078132,9.1853
188,0.077647,9.18249
189,0.0771648,9.17971
190,0.0766853,9.17695
191,0.0762087,9.1742
192,0.0757349,9.17147
193,0.0752638,9.16876
194,0.0747955,9.16607
195,0.07433,9.1634
196,0.0738671,9.16074
197,0.073407,9.1581
198,0.0729496,9.15547
199,0.0724948,9.15287
200,0.0720428,9.15028
201,0.0715934,9.14771
202,0.0711466,9.14515
203,0.0707025,9.14261
204,0.070261,9.14009
205,0.0698221,9.13758
206,0.0693858,9.13509
207,0.0689521,9.13262
208,0.0685209,9.13016
209,0.0680923,9.12772
210,0.0676662,9.1253
211,0.0672427,9.12289
212,0.0668216,9.12049
213,0.0664031,9.11812
214,0.065987,9.11575
215,0.0655734,9.11341
216,0.0651623,9.11107
217,0.0647537,9.10876
218,0.0643474,9.10646
219,0.0639436,9.10417
220,0.0635422,9.1019
221,0.0631432,9.09964
222,0.0627465,9.0974
223,0.0623523,9.09517
224,0.0619604,9.09296
225,0.0615708,9.09076
226,0.0611836,9.08858
227,0.0607987,9.08641
228,0.0604161,9.08425
229,0.0600358,9.08211
230,0.0596577,9.07998
231,0.059282,9.07787
232,0.0589085,9.07577
233,0.0585372,9.07368
234,0.0581682,9.07161
235,0.0578014,9.06955
236,0.0574368,9.06751
237,0.0570744,9.06547
238,0.0567142,9.06345
239,0.0563562,9.06145
240,0.0560003,9.05946
241,0.0556466,9.05748
242,0.055295,9.05551
243,0.0549456,9.05356
244,0.0545982,9.05161
245,0.054253,9.04969
246,0.0539099,9.04777
247,0.0535688,9.04587
248,0.0532298,9.04398
249,0.0528929,9.0421
250,0.052558,9.04023
251,0.0522251,9.03838
252,0.0518943,9.03654
253,0.0515655,9.03471
254,0.0512386,9.03289
255,0.0509138,9.03108
256,0.050591,9.02929
257,0.0502701,9.02751
258,0.0499512,9.02573
259,0.0496342,9.02398
260,0.0493191,9.02223
261,0.049006,9.02049
262,0.0486948,9.01877
263,0.0483855,9.01705
264,0.0480781,9.01535
265,0.0477725,9.01366
266,0.0474689,9.01198
267,0.0471671,9.01031
268,0.0468671,9.00865
269,0.046569,9.007
270,0.0462727,9.00537
271,0.0459783,9.00374
272,0.0456856,9.00213
273,0.0453947,9.00052
274,0.0451057,8.99893
275,0.0448184,8.99734
276,0.0445328,8.99577
277,0.0442491,8.99421
278,0.043967,8.99265
279,0.0436867,8.99111
280,0.0434082,8.98958
281,0.0431313,8.98806
282,0.0428562,8.98654
283,0.0425828,8.98504
284,0.042311,8.98355
285,0.0420409,8.98206
286,0.0417725,8.98059
287,0.0415058,8.97913
288,0.0412407,8.97767
289,0.0409772,8.97623
290,0.0407154,8.97479
291,0.0404552,8.97337
292,0.0401966,8.97195
293,0.0399396,8.97054
294,0.0396842,8.96914
295,0.0394304,8.96776
296,0.0391782,8.96638
297,0.0389275,8.96501
298,0.0386784,8.96364
299,0.0384308,8.96229
300,0.0381848,8.96095
301,0.0379403,8.95961
302,0.0376973,8.95829
303,0.0374559,8.95697
304,0.0372159,8.95566
305,0.0369774,8.95436
306,0.0367404,8.95307
307,0.0365049,8.95178
308,0.0362709,8.95051
309,0.0360383,8.94924
310,0.0358072,8.94798
311,0.0355775,8.94673
312,0.0353492,8.94549
313,0.0351224,8.94426
314,0.034897,8.94303
315,0.034673,8.94181
316,0.0344504,8.9406
317,0.0342292,8.9394
318,0.0340093,8.93821
319,0.0337909,8.93702
320,0.0335738,8.93584
321,0.0333581,8.93467
322,0.0331437,8.93351
323,0.0329307,8.93235
324,0.032719,8.93121
325,0.0325086,8.93007
326,0.0322995,8.92893
327,0.0320918,8.92781
328,0.0318854,8.92669
329,0.0316802,8.92558
330,0.0314764,8.92448
331,0.0312738,8.92338
332,0.0310725,8.92229
333,0.0308725,8.92121
334,0.0306737,8.92013
335,0.0304762,8.91907
336,0.0302799,8.91801
337,0.0300849,8.91695
338,0.029891,8.91591
339,0.0296984,8.91487
340,0.0295071,8.91383
341,0.0293169,8.91281
342,0.0291279,8.91179
343,0.0289401,8.91077
344,0.0287535,8.90977
345,0.0285681,8.90877
346,0.0283838,8.90777
347,0.0282007,8.90679
348,0.0280188,8.90581
349,0.027838,8.90483
350,0.0276584,8.90387
351,0.0274798,8.90291
352,0.0273025,8.90195
353,0.0271262,8.901
354,0.0269511,8.90006
355,0.026777,8.89913
356,0.0266041,8.8982
357,0.0264322,8.89727
358,0.0262615,8.89635
359,0.0260918,8.89544
360,0.0259232,8.89454
361,0.0257557,8.89364
362,0.0255892,8.89274
363,0.0254238,8.89186
364,0.0252594,8.89097
365,0.0250961,8.8901
366,0.0249338,8.88923
367,0.0247726,8.88836
368,0.0246123,8.8875
369,0.0244531,8.88665
370,0.0242949,8.8858
371,0.0241377,8.88496
372,0.0239815,8.88412
373,0.0238263,8.88329
374,0.0236721,8.88246
375,0.0235189,8.88164
376,0.0233666,8.88083
377,0.0232153,8.88002
378,0.023065,8.87922
379,0.0229156,8.87842
380,0.0227672,8.87762
381,0.0226197,8.87683
382,0.0224731,8.87605
383,0.0223275,8.87527
384,0.0221828,8.8745
385,0.0220391,8.87373
386,0.0218962,8.87297
387,0.0217543,8.87221
388,0.0216133,8.87146
389,0.0214731,8.87071
390,0.0213339,8.86996
391,0.0211956,8.86923
392,0.0210581,8.86849
393,0.0209215,8.86776
394,0.0207858,8.86704
395,0.020651,8.86632
396,0.020517,8.86561
397,0.0203838,8.8649
398,0.0202516,8.86419
399,0.0201201,8.86349
400,0.0199895,8.8628
401,0.0198598,8.8621
402,0.0197309,8.86142
403,0.0196028,8.86074
404,0.0194755,8.86006
405,0.019349,8.85938
406,0.0192233,8.85872
407,0.0190985,8.85805
408,0.0189744,8.85739
409,0.0188512,8.85673
410,0.0187287,8.85608
411,0.018607,8.85544
412,0.0184861,8.85479
413,0.018366,8.85415
414,0.0182466,8.85352
415,0.018128,8.85289
416,0.0180102,8.85226
417,0.0178931,8.85164
418,0.0177768,8.85102
419,0.0176612,8.85041
420,0.0175463,8.8498
421,0.0174322,8.84919
422,0.0173188,8.84859
423,0.0172062,8.84799
424,0.0170943,8.8474
425,0.0169831,8.84681
426,0.0168726,8.84622
427,0.0167628,8.84564
428,0.0166537,8.84506
429,0.0165454,8.84449
430,0.0164377,8.84392
431,0.0163307,8.84335
432,0.0162244,8.84279
433,0.0161188,8.84223
434,0.0160139,8.84167
435,0.0159096,8.84112
436,0.015806,8.84057
437,0.0157031,8.84002
438,0.0156008,8.83948
439,0.0154992,8.83894
440,0.0153983,8.83841
441,0.015298,8.83788
442,0.0151983,8.83735
443,0.0150993,8.83683
444,0.015001,8.83631
445,0.0149032,8.83579
446,0.0148061,8.83527
447,0.0147096,8.83476
448,0.0146138,8.83426
449,0.0145185,8.83375
450,0.0144239,8.83325
451,0.0143299,8.83276
452,0.0142365,8.83226
453,0.0141437,8.83177
454,0.0140514,8.83128
455,0.0139598,8.8308
456,0.0138688,8.83032
457,0.0137784,8.82984
458,0.0136885,8.82937
459,0.0135992,8.82889
460,0.0135105,8.82843
461,0.0134224,8.82796
462,0.0133349,8.8275
463,0.0132479,8.82704
464,0.0131615,8.82658
465,0.0130756,8.82613
466,0.0129903,8.82568
467,0.0129055,8.82523
468,0.0128213,8.82479
469,0.0127376,8.82435
470,0.0126545,8.82391
471,0.0125719,8.82347
472,0.0124898,8.82304
473,0.0124083,8.82261
474,0.0123273,8.82218
475,0.0122468,8.82176
476,0.0121669,8.82134
477,0.0120874,8.82092
478,0.0120085,8.8205
