Time,TR,RM
0,1,0.282723
1,0.977858,0.296058
2,0.958457,0.316315
3,0.941225,0.339541
4,0.925749,0.364841
5,0.911735,0.391944
6,0.898962,0.420763
7,0.887258,0.451286
8,0.876485,0.483536
9,0.86653,0.517559
10,0.8573,0.553407
11,0.848713,0.591142
12,0.840702,0.630828
13,0.833207,0.67253
14,0.826176,0.716317
15,0.819563,0.762254
16,0.813326,0.810406
17,0.807428,0.860838
18,0.801838,0.913611
19,0.796524,0.968784
20,0.79146,1.02641
21,0.786622,1.08655
22,0.781986,1.14924
23,0.777533,1.21454
24,0.773244,1.28247
25,0.769102,1.35307
26,0.765092,1.42636
27,0.761198,1.50238
28,0.757409,1.58112
29,0.753712,1.6626
30,0.750097,1.74682
31,0.746552,1.83377
32,0.74307,1.92343
33,0.739642,2.01578
34,0.736259,2.11078
35,0.732915,2.2084
36,0.729605,2.30859
37,0.726322,2.41129
38,0.72306,2.51645
39,0.719816,2.62398
40,0.716586,2.73381
41,0.713366,2.84587
42,0.710152,2.96005
43,0.706942,3.07627
44,0.703734,3.19441
45,0.700525,3.31439
46,0.697315,3.43607
47,0.6941,3.55936
48,0.690882,3.68414
49,0.687658,3.81028
50,0.684428,3.93766
51,0.681192,4.06616
52,0.67795,4.19567
53,0.674701,4.32605
54,0.671446,4.45718
55,0.668186,4.58894
56,0.664921,4.7212
57,0.66165,4.85386
58,0.658376,4.98678
59,0.655099,5.11987
60,0.65182,5.25299
61,0.64854,5.38606
62,0.645259,5.51895
63,0.641979,5.65157
64,0.638701,5.78382
65,0.635426,5.9156
66,0.632154,6.04683
67,0.628888,6.17741
68,0.625628,6.30728
69,0.622375,6.43634
70,0.619131,6.56452
71,0.615895,6.69177
72,0.612671,6.818
73,0.609457,6.94317
74,0.606255,7.0672
75,0.603067,7.19006
76,0.599893,7.3117
77,0.596733,7.43205
78,0.593589,7.5511
79,0.590461,7.66879
80,0.587351,7.7851
81,0.584258,7.89999
82,0.581183,8.01344
83,0.578127,8.12542
84,0.575091,8.23591
85,0.572074,8.34489
86,0.569078,8.45235
87,0.566102,8.55827
88,0.563148,8.66264
89,0.560214,8.76545
90,0.557302,8.8667
91,0.554413,8.96638
92,0.551545,9.06449
93,0.548699,9.16103
94,0.545876,9.25599
95,0.543075,9.34939
96,0.540296,9.44123
97,0.537541,9.5315
98,0.534807,9.62023
99,0.532096,9.70741
100,0.529408,9.79305
101,0.526742,9.87717
102,0.524099,9.95978
103,0.521478,10.0409
104,0.518879,10.1205
105,0.516302,10.1986
106,0.513747,10.2753
107,0.511214,10.3505
108,0.508702,10.4243
109,0.506211,10.4967
110,0.503742,10.5677
111,0.501294,10.6373
112,0.498866,10.7055
113,0.496459,10.7724
114,0.494071,10.8379
115,0.491704,10.9021
116,0.489357,10.965
117,0.487029,11.0267
118,0.484721,11.0871
119,0.482431,11.1462
120,0.48016,11.2041
121,0.477907,11.2608
122,0.475673,11.3163
123,0.473456,11.3707
124,0.471257,11.4239
125,0.469075,11.4759
126,0.46691,11.5269
127,0.464762,11.5767
128,0.462631,11.6255
129,0.460515,11.6732
130,0.458416,11.7198
131,0.456332,11.7654
132,0.454264,11.81
133,0.45221,11.8537
134,0.450172,11.8963
135,0.448148,11.938
136,0.446138,11.9787
137,0.444143,12.0185
138,0.442161,12.0575
139,0.440193,12.0955
140,0.438238,12.1326
141,0.436296,12.1689
142,0.434367,12.2043
143,0.432451,12.2389
144,0.430547,12.2727
145,0.428655,12.3057
146,0.426775,12.3379
147,0.424907,12.3693
148,0.42305,12.4
149,0.421204,12.43
150,0.41937,12.4592
151,0.417546,12.4877
152,0.415733,12.5155
153,0.413931,12.5426
154,0.412138,12.569
155,0.410356,12.5948
156,0.408584,12.6199
157,0.406821,12.6444
158,0.405068,12.6683
159,0.403324,12.6916
160,0.40159,12.7143
161,0.399864,12.7363
162,0.398147,12.7578
163,0.396439,12.7788
164,0.39474,12.7992
165,0.393049,12.819
166,0.391366,12.8384
167,0.389692,12.8572
168,0.388025,12.8754
169,0.386366,12.8932
170,0.384715,12.9105
171,0.383072,12.9274
172,0.381436,12.9437
173,0.379807,12.9596
174,0.378186,12.9751
175,0.376572,12.9901
176,0.374964,13.0046
177,0.373364,13.0188
178,0.37177,13.0325
179,0.370183,13.0458
180,0.368603,13.0588
181,0.367029,13.0713
182,0.365462,13.0835
183,0.363901,13.0952
184,0.362346,13.1066
185,0.360797,13.1177
186,0.359254,13.1284
187,0.357717,13.1388
188,0.356186,13.1488
189,0.354661,13.1585
190,0.353142,13.1679
191,0.351628,13.1769
192,0.35012,13.1857
193,0.348618,13.1941
194,0.347121,13.2023
195,0.345629,13.2101
196,0.344143,13.2177
197,0.342662,13.225
198,0.341186,13.232
199,0.339716,13.2388
200,0.33825,13.2453
201,0.33679,13.2515
202,0.335334,13.2575
203,0.333884,13.2632
204,0.332439,13.2688
205,0.330998,13.274
206,0.329562,13.2791
207,0.328131,13.2839
208,0.326705,13.2885
209,0.325284,13.2929
210,0.323867,13.2971
211,0.322455,13.3011
212,0.321047,13.3048
213,0.319645,13.3084
214,0.318246,13.3118
215,0.316852,13.315
216,0.315463,13.318
217,0.314078,13.3209
218,0.312698,13.3235
219,0.311322,13.326
220,0.30995,13.3284
221,0.308583,13.3305
222,0.30722,13.3325
223,0.305861,13.3344
224,0.304507,13.3361
225,0.303157,13.3376
226,0.301811,13.339
227,0.300469,13.3403
228,0.299132,13.3414
229,0.297799,13.3424
230,0.29647,13.3432
231,0.295145,13.3439
232,0.293825,13.3445
233,0.292508,13.345
234,0.291196,13.3454
235,0.289887,13.3456
236,0.288583,13.3457
237,0.287283,13.3457
238,0.285987,13.3456
239,0.284695,13.3454
240,0.283408,13.3451
241,0.282124,13.3446
242,0.280844,13.3441
243,0.279568,13.3435
244,0.278296,13.3428
245,0.277029,13.342
246,0.275765,13.3411
247,0.274505,13.3401
248,0.27325,13.339
249,0.271998,13.3379
250,0.27075,13.3366
251,0.269506,13.3353
252,0.268267,13.3339
