Time,TR,RM
0,1,0.282723
1,0.977935,0.296035
2,0.958623,0.316278
3,0.941469,0.339508
4,0.926057,0.364825
5,0.912098,0.391955
6,0.899373,0.420811
7,0.887713,0.451379
8,0.876981,0.483684
9,0.867066,0.517771
10,0.857875,0.553693
11,0.84933,0.591513
12,0.841361,0.631297
13,0.833911,0.673112
14,0.826927,0.717025
15,0.820363,0.763106
16,0.814179,0.81142
17,0.808339,0.862033
18,0.802808,0.915009
19,0.797558,0.970409
20,0.792562,1.02829
21,0.787795,1.08871
22,0.783236,1.15171
23,0.778863,1.21734
24,0.774659,1.28564
25,0.770607,1.35665
26,0.76669,1.43039
27,0.762896,1.50689
28,0.759211,1.58616
29,0.755623,1.66822
30,0.752122,1.75305
31,0.748697,1.84066
32,0.74534,1.93103
33,0.742042,2.02415
34,0.738795,2.11996
35,0.735593,2.21845
36,0.732431,2.31956
37,0.729301,2.42324
38,0.726199,2.52943
39,0.723121,2.63805
40,0.720063,2.74903
41,0.71702,2.86228
42,0.713991,2.97771
43,0.710972,3.09524
44,0.707962,3.21474
45,0.704957,3.33613
46,0.701957,3.45928
47,0.69896,3.58408
48,0.695966,3.71041
49,0.692972,3.83815
50,0.68998,3.96717
51,0.686988,4.09736
52,0.683997,4.22858
53,0.681006,4.3607
54,0.678016,4.49361
55,0.675026,4.62717
56,0.672039,4.76126
57,0.669053,4.89577
58,0.666071,5.03055
59,0.663092,5.16551
60,0.660117,5.30052
61,0.657148,5.43547
62,0.654185,5.57025
63,0.651229,5.70475
64,0.648281,5.83888
65,0.645343,5.97253
66,0.642415,6.10562
67,0.639498,6.23805
68,0.636593,6.36974
69,0.633702,6.5006
70,0.630825,6.63056
71,0.627963,6.75956
72,0.625117,6.88751
73,0.622288,7.01436
74,0.619477,7.14004
75,0.616685,7.26451
76,0.613912,7.38772
77,0.611159,7.5096
78,0.608428,7.63013
79,0.605717,7.74926
80,0.603029,7.86696
81,0.600363,7.98319
82,0.597721,8.09792
83,0.595103,8.21114
84,0.592508,8.32281
85,0.589938,8.43291
86,0.587393,8.54144
87,0.584873,8.64837
88,0.582378,8.7537
89,0.57991,8.8574
90,0.577467,8.95949
91,0.57505,9.05994
92,0.572659,9.15877
93,0.570294,9.25596
94,0.567956,9.35152
95,0.565644,9.44545
96,0.563359,9.53775
97,0.561099,9.62843
98,0.558866,9.7175
99,0.55666,9.80496
100,0.554479,9.89082
101,0.552324,9.97509
102,0.550195,10.0578
103,0.548091,10.1389
104,0.546013,10.2185
105,0.54396,10.2965
106,0.541932,10.373
107,0.539929,10.4481
108,0.537951,10.5216
109,0.535996,10.5936
110,0.534066,10.6641
111,0.53216,10.7333
112,0.530277,10.801
113,0.528417,10.8672
114,0.52658,10.9321
115,0.524765,10.9956
116,0.522973,11.0577
117,0.521202,11.1185
118,0.519453,11.178
119,0.517725,11.2362
120,0.516019,11.2931
121,0.514332,11.3487
122,0.512666,11.4031
123,0.51102,11.4562
124,0.509394,11.5081
125,0.507786,11.5589
126,0.506198,11.6084
127,0.504628,11.6568
128,0.503076,11.7041
129,0.501542,11.7502
130,0.500026,11.7953
131,0.498526,11.8392
132,0.497044,11.8821
133,0.495578,11.9239
134,0.494128,11.9647
135,0.492694,12.0045
136,0.491276,12.0433
137,0.489873,12.0811
138,0.488484,12.1179
139,0.48711,12.1538
140,0.485751,12.1887
141,0.484405,12.2228
142,0.483074,12.2559
143,0.481755,12.2882
144,0.480449,12.3196
145,0.479157,12.3501
146,0.477877,12.3798
147,0.476609,12.4086
148,0.475352,12.4367
149,0.474108,12.464
150,0.472875,12.4905
151,0.471653,12.5162
152,0.470442,12.5411
153,0.469241,12.5654
154,0.468051,12.5889
155,0.466871,12.6117
156,0.465701,12.6337
157,0.46454,12.6552
158,0.463389,12.6759
159,0.462247,12.696
160,0.461113,12.7154
161,0.459989,12.7342
162,0.458873,12.7523
163,0.457765,12.7699
164,0.456666,12.7868
165,0.455574,12.8032
166,0.45449,12.819
167,0.453413,12.8342
168,0.452343,12.8488
169,0.451281,12.8629
170,0.450226,12.8765
171,0.449177,12.8895
172,0.448135,12.9021
173,0.447099,12.9141
174,0.446069,12.9256
175,0.445046,12.9366
176,0.444028,12.9472
177,0.443016,12.9573
178,0.44201,12.9669
179,0.441009,12.9761
180,0.440013,12.9848
181,0.439022,12.9931
182,0.438036,13.001
183,0.437056,13.0085
184,0.43608,13.0155
185,0.435108,13.0222
186,0.434141,13.0284
187,0.433178,13.0343
188,0.43222,13.0398
189,0.431265,13.0449
190,0.430315,13.0497
191,0.429368,13.0541
192,0.428425,13.0581
193,0.427486,13.0618
194,0.42655,13.0652
195,0.425618,13.0683
196,0.424689,13.071
197,0.423763,13.0734
198,0.422841,13.0755
199,0.421921,13.0773
200,0.421004,13.0788
201,0.420091,13.08
202,0.41918,13.081
203,0.418272,13.0816
204,0.417366,13.082
205,0.416463,13.0821
206,0.415563,13.0819
207,0.414664,13.0815
208,0.413769,13.0809
209,0.412875,13.08
210,0.411984,13.0788
211,0.411095,13.0774
212,0.410207,13.0758
213,0.409322,13.0739
214,0.408439,13.0719
215,0.407558,13.0696
216,0.406678,13.0671
217,0.405801,13.0644
218,0.404925,13.0615
219,0.40405,13.0583
220,0.403178,13.055
221,0.402307,13.0515
222,0.401437,13.0478
223,0.400569,13.044
224,0.399702,13.0399
225,0.398837,13.0357
226,0.397973,13.0313
227,0.39711,13.0267
228,0.396249,13.022
229,0.395389,13.0171
230,0.39453,13.0121
231,0.393672,13.0068
232,0.392815,13.0015
233,0.39196,12.996
234,0.391105,12.9903
235,0.390252,12.9846
236,0.389399,12.9786
237,0.388548,12.9726
238,0.387697,12.9664
239,0.386847,12.9601
240,0.385999,12.9536
241,0.385151,12.9471
242,0.384304,12.9404
243,0.383458,12.9336
244,0.382612,12.9266
245,0.381767,12.9196
246,0.380924,12.9125
247,0.380081,12.9052
248,0.379238,12.8979
249,0.378396,12.8904
250,0.377556,12.8829
251,0.376715,12.8752
252,0.375876,12.8675
253,0.375037,12.8597
254,0.374198,12.8518
255,0.37336,12.8437
256,0.372523,12.8357
257,0.371687,12.8275
258,0.370851,12.8192
259,0.370015,12.8109
260,0.369181,12.8025
261,0.368346,12.794
262,0.367513,12.7854
263,0.366679,12.7768
264,0.365847,12.7681
265,0.365015,12.7593
266,0.364183,12.7505
267,0.363352,12.7416
268,0.362521,12.7327
269,0.361691,12.7236
270,0.360862,12.7146
271,0.360032,12.7054
272,0.359204,12.6962
273,0.358376,12.687
274,0.357548,12.6777
275,0.356721,12.6684
276,0.355894,12.659
277,0.355068,12.6495
278,0.354242,12.6401
279,0.353416,12.6305
280,0.352591,12.621
281,0.351767,12.6113
282,0.350943,12.6017
283,0.35012,12.592
284,0.349296,12.5823
285,0.348474,12.5725
286,0.347652,12.5627
287,0.34683,12.5529
288,0.346009,12.543
289,0.345188,12.5331
290,0.344368,12.5232
291,0.343548,12.5132
292,0.342729,12.5032
293,0.34191,12.4932
294,0.341091,12.4832
295,0.340273,12.4731
296,0.339456,12.4631
297,0.338639,12.4529
298,0.337822,12.4428
299,0.337007,12.4327
300,0.336191,12.4225
301,0.335376,12.4123
302,0.334562,12.4021
303,0.333748,12.3919
304,0.332934,12.3817
305,0.332121,12.3714
306,0.331309,12.3611
307,0.330497,12.3509
308,0.329685,12.3406
309,0.328874,12.3303
310,0.328064,12.3199
311,0.327254,12.3096
312,0.326445,12.2993
313,0.325636,12.2889
314,0.324828,12.2786
315,0.324021,12.2682
316,0.323214,12.2579
317,0.322407,12.2475
318,0.321601,12.2371
319,0.320796,12.2268
320,0.319991,12.2164
321,0.319187,12.206
322,0.318384,12.1956
323,0.317581,12.1852
324,0.316779,12.1748
325,0.315977,12.1645
326,0.315176,12.1541
327,0.314376,12.1437
328,0.313576,12.1333
329,0.312777,12.1229
330,0.311978,12.1125
331,0.311181,12.1022
332,0.310383,12.0918
333,0.309587,12.0814
334,0.308791,12.0711
335,0.307996,12.0607
336,0.307202,12.0503
337,0.306408,12.04
338,0.305615,12.0297
339,0.304823,12.0193
340,0.304031,12.009
341,0.303241,11.9987
342,0.30245,11.9884
343,0.301661,11.9781
344,0.300873,11.9678
345,0.300085,11.9575
346,0.299298,11.9472
347,0.298511,11.937
348,0.297726,11.9267
349,0.296941,11.9165
350,0.296157,11.9062
351,0.295374,11.896
352,0.294591,11.8858
353,0.29381,11.8756
354,0.293029,11.8654
355,0.292249,11.8553
356,0.29147,11.8451
357,0.290692,11.835
358,0.289914,11.8249
359,0.289138,11.8147
360,0.288362,11.8047
361,0.287587,11.7946
362,0.286813,11.7845
363,0.28604,11.7745
364,0.285267,11.7644
365,0.284496,11.7544
366,0.283726,11.7444
367,0.282956,11.7344
368,0.282187,11.7245
369,0.281419,11.7145
370,0.280653,11.7046
371,0.279887,11.6947
372,0.279122,11.6848
373,0.278358,11.6749
374,0.277594,11.665
375,0.276832,11.6552
376,0.276071,11.6454
377,0.275311,11.6356
378,0.274551,11.6258
379,0.273793,11.616
380,0.273036,11.6063
381,0.272279,11.5965
382,0.271524,11.5868
383,0.27077,11.5771
384,0.270016,11.5675
385,0.269264,11.5578
386,0.268513,11.5482
387,0.267762,11.5386
388,0.267013,11.529
389,0.266265,11.5194
390,0.265517,11.5099
391,0.264771,11.5004
392,0.264026,11.4909
393,0.263282,11.4814
394,0.262539,11.472
395,0.261797,11.4625
396,0.261056,11.4531
397,0.260316,11.4437
398,0.259578,11.4343
399,0.25884,11.425
400,0.258104,11.4157
401,0.257368,11.4064
402,0.256634,11.3971
403,0.255901,11.3878
404,0.255168,11.3786
405,0.254437,11.3694
406,0.253708,11.3602
407,0.252979,11.351
408,0.252251,11.3419
409,0.251525,11.3328
410,0.250799,11.3237
411,0.250075,11.3146
412,0.249352,11.3056
413,0.24863,11.2965
414,0.24791,11.2875
415,0.24719,11.2786
416,0.246472,11.2696
417,0.245754,11.2607
418,0.245038,11.2518
419,0.244324,11.2429
420,0.24361,11.234
421,0.242897,11.2252
422,0.242186,11.2164
423,0.241476,11.2076
424,0.240767,11.1988
425,0.24006,11.1901
426,0.239353,11.1814
427,0.238648,11.1727
428,0.237944,11.164
429,0.237241,11.1554
430,0.23654,11.1468
431,0.235839,11.1382
432,0.23514,11.1296
433,0.234442,11.1211
434,0.233746,11.1126
435,0.233051,11.1041
436,0.232356,11.0956
437,0.231664,11.0871
438,0.230972,11.0787
439,0.230282,11.0703
440,0.229593,11.062
441,0.228905,11.0536
442,0.228218,11.0453
443,0.227533,11.037
444,0.226849,11.0287
445,0.226167,11.0205
446,0.225485,11.0122
447,0.224805,11.004
448,0.224126,10.9959
449,0.223449,10.9877
450,0.222773,10.9796
451,0.222098,10.9715
452,0.221424,10.9634
453,0.220752,10.9554
454,0.220081,10.9473
455,0.219411,10.9393
456,0.218743,10.9314
457,0.218076,10.9234
458,0.21741,10.9155
459,0.216745,10.9076
460,0.216082,10.8997
461,0.215421,10.8918
462,0.21476,10.884
463,0.214101,10.8762
464,0.213443,10.8684
465,0.212787,10.8607
466,0.212132,10.8529
467,0.211478,10.8452
468,0.210826,10.8376
469,0.210174,10.8299
470,0.209525,10.8223
471,0.208876,10.8147
472,0.208229,10.8071
473,0.207584,10.7995
474,0.206939,10.792
475,0.206296,10.7845
476,0.205655,10.777
477,0.205015,10.7695
478,0.204376,10.7621
479,0.203738,10.7547
480,0.203102,10.7473
481,0.202467,10.7399
482,0.201834,10.7326
483,0.201202,10.7253
484,0.200571,10.718
485,0.199942,10.7107
486,0.199314,10.7034
487,0.198687,10.6962
488,0.198062,10.689
489,0.197439,10.6819
490,0.196816,10.6747
491,0.196195,10.6676
492,0.195575,10.6605
493,0.194957,10.6534
494,0.19434,10.6463
495,0.193725,10.6393
496,0.193111,10.6323
497,0.192498,10.6253
498,0.191887,10.6184
499,0.191277,10.6114
500,0.190668,10.6045
501,0.190061,10.5976
502,0.189455,10.5907
503,0.188851,10.5839
504,0.188248,10.5771
505,0.187646,10.5703
506,0.187046,10.5635
