Time,TR,RM
0,1,0.282723
1,0.977753,0.293227
2,0.957764,0.307954
3,0.93956,0.32433
4,0.922826,0.341743
5,0.907345,0.359987
6,0.892953,0.378981
7,0.879523,0.398692
8,0.866951,0.419114
9,0.855152,0.440248
10,0.844054,0.462107
11,0.833595,0.484704
12,0.82372,0.508055
13,0.814382,0.532178
14,0.805539,0.557092
15,0.797152,0.582813
16,0.789187,0.609362
17,0.781613,0.636757
18,0.774402,0.665017
19,0.767528,0.694159
20,0.760967,0.724204
21,0.754699,0.755169
22,0.748703,0.787072
23,0.742961,0.819931
24,0.737457,0.853764
25,0.732174,0.888588
26,0.727098,0.92442
27,0.722216,0.961275
28,0.717516,0.99917
29,0.712986,1.03812
30,0.708615,1.07814
31,0.704393,1.11924
32,0.700311,1.16144
33,0.69636,1.20476
34,0.692532,1.24919
35,0.68882,1.29475
36,0.685215,1.34146
37,0.681712,1.38932
38,0.678303,1.43833
39,0.674984,1.48852
40,0.671749,1.53987
41,0.668592,1.59241
42,0.665508,1.64612
43,0.662493,1.70102
44,0.659542,1.7571
45,0.656652,1.81437
46,0.653818,1.87282
47,0.651037,1.93245
48,0.648306,1.99325
49,0.64562,2.05523
50,0.642978,2.11837
51,0.640376,2.18266
52,0.637812,2.2481
53,0.635284,2.31467
54,0.632788,2.38236
55,0.630322,2.45116
56,0.627885,2.52105
57,0.625475,2.59201
58,0.62309,2.66403
59,0.620727,2.73709
60,0.618387,2.81116
61,0.616066,2.88622
62,0.613764,2.96225
63,0.611479,3.03923
64,0.60921,3.11712
65,0.606956,3.19591
66,0.604717,3.27556
67,0.60249,3.35604
68,0.600276,3.43732
69,0.598073,3.51937
70,0.59588,3.60217
71,0.593698,3.68566
72,0.591525,3.76983
73,0.58936,3.85464
74,0.587204,3.94005
75,0.585056,4.02603
76,0.582915,4.11254
77,0.580782,4.19955
78,0.578655,4.28701
79,0.576534,4.37489
80,0.57442,4.46315
81,0.572312,4.55176
82,0.570209,4.64068
83,0.568112,4.72987
84,0.566021,4.81929
85,0.563935,4.90891
86,0.561854,4.99868
87,0.559779,5.08858
88,0.557709,5.17856
89,0.555644,5.26858
90,0.553585,5.35862
91,0.551531,5.44864
92,0.549482,5.5386
93,0.547438,5.62846
94,0.5454,5.7182
95,0.543367,5.80778
96,0.541339,5.89716
97,0.539317,5.98632
98,0.537301,6.07523
99,0.53529,6.16384
100,0.533286,6.25214
101,0.531287,6.3401
102,0.529294,6.42768
103,0.527307,6.51486
104,0.525326,6.60162
105,0.523351,6.68792
106,0.521383,6.77374
107,0.519421,6.85906
108,0.517466,6.94386
109,0.515517,7.02811
110,0.513575,7.11179
111,0.511639,7.19489
112,0.509711,7.27738
113,0.507789,7.35924
