Time,TR,RM
0,1,0.282723
1,0.998004,0.290081
2,0.996664,0.304228
3,0.995725,0.321048
4,0.995038,0.339588
5,0.994518,0.35954
6,0.994112,0.380789
7,0.993788,0.403296
8,0.993521,0.427061
9,0.993296,0.452103
10,0.993103,0.478452
11,0.992932,0.506145
12,0.992779,0.535222
13,0.99264,0.565724
14,0.99251,0.597692
15,0.992389,0.631169
16,0.992273,0.666192
17,0.992162,0.702801
18,0.992054,0.741031
19,0.991948,0.780916
20,0.991845,0.822486
21,0.991742,0.865768
22,0.991641,0.910785
23,0.991539,0.957556
24,0.991437,1.0061
25,0.991335,1.05642
26,0.991232,1.10852
27,0.991128,1.16241
28,0.991022,1.21809
29,0.990916,1.27553
30,0.990807,1.33472
31,0.990696,1.39565
32,0.990583,1.45828
33,0.990468,1.52258
34,0.99035,1.58851
35,0.99023,1.65602
36,0.990106,1.72507
37,0.98998,1.79559
38,0.989851,1.86754
39,0.989718,1.94083
40,0.989582,2.01541
41,0.989442,2.09119
42,0.989299,2.16809
43,0.989152,2.24605
44,0.989001,2.32496
45,0.988846,2.40474
46,0.988687,2.48531
47,0.988525,2.56657
48,0.988357,2.64843
49,0.988186,2.7308
50,0.98801,2.81359
51,0.98783,2.89669
52,0.987646,2.98003
53,0.987457,3.0635
54,0.987264,3.14702
55,0.987066,3.2305
56,0.986863,3.31386
57,0.986656,3.39701
58,0.986443,3.47987
59,0.986227,3.56236
60,0.986005,3.64441
61,0.985779,3.72595
62,0.985548,3.8069
63,0.985312,3.88721
64,0.985071,3.96681
65,0.984826,4.04564
66,0.984575,4.12365
67,0.98432,4.2008
68,0.98406,4.27702
69,0.983795,4.35229
70,0.983525,4.42655
71,0.983251,4.49978
72,0.982971,4.57194
73,0.982687,4.64301
74,0.982398,4.71295
75,0.982104,4.78175
76,0.981805,4.84939
77,0.981501,4.91584
78,0.981192,4.9811
79,0.980879,5.04515
80,0.980561,5.10799
81,0.980238,5.16961
82,0.97991,5.23
83,0.979578,5.28917
84,0.97924,5.34711
85,0.978899,5.40383
86,0.978552,5.45934
87,0.978201,5.51363
88,0.977845,5.56671
89,0.977484,5.6186
90,0.977119,5.66931
91,0.976749,5.71884
92,0.976374,5.7672
93,0.975995,5.81442
94,0.975612,5.86051
95,0.975224,5.90548
96,0.974831,5.94934
97,0.974434,5.99212
98,0.974032,6.03383
99,0.973626,6.07449
100,0.973216,6.11412
101,0.972801,6.15274
102,0.972382,6.19036
103,0.971959,6.227
104,0.971531,6.26269
105,0.971099,6.29744
106,0.970663,6.33128
107,0.970223,6.36421
108,0.969778,6.39627
109,0.969329,6.42747
110,0.968876,6.45783
111,0.968419,6.48738
112,0.967958,6.51612
113,0.967493,6.54408
114,0.967024,6.57129
115,0.96655,6.59775
116,0.966073,6.62348
117,0.965592,6.64851
118,0.965107,6.67285
119,0.964618,6.69653
120,0.964125,6.71955
121,0.963628,6.74194
122,0.963128,6.76371
123,0.962624,6.78488
124,0.962115,6.80547
125,0.961604,6.82549
126,0.961088,6.84495
127,0.960569,6.86389
128,0.960046,6.8823
129,0.95952,6.90021
130,0.95899,6.91762
131,0.958456,6.93456
132,0.957919,6.95103
133,0.957378,6.96706
134,0.956834,6.98265
135,0.956286,6.99782
136,0.955735,7.01258
137,0.955181,7.02694
138,0.954623,7.04091
139,0.954061,7.05451
140,0.953497,7.06775
141,0.952929,7.08064
142,0.952358,7.09319
143,0.951783,7.10541
144,0.951205,7.1173
145,0.950624,7.12889
146,0.95004,7.14019
147,0.949453,7.15119
148,0.948863,7.16191
149,0.948269,7.17235
150,0.947672,7.18254
151,0.947072,7.19247
152,0.94647,7.20216
153,0.945864,7.21161
154,0.945255,7.22082
155,0.944643,7.22982
156,0.944028,7.2386
157,0.94341,7.24717
158,0.942789,7.25554
159,0.942166,7.26371
160,0.941539,7.2717
161,0.94091,7.27951
162,0.940278,7.28714
163,0.939642,7.2946
164,0.939005,7.30189
165,0.938364,7.30903
166,0.93772,7.31602
167,0.937074,7.32286
168,0.936425,7.32955
169,0.935773,7.33611
170,0.935119,7.34254
171,0.934462,7.34884
172,0.933802,7.35501
173,0.93314,7.36107
174,0.932475,7.36701
175,0.931807,7.37284
176,0.931137,7.37857
177,0.930464,7.38419
178,0.929789,7.38971
179,0.929111,7.39513
180,0.92843,7.40047
181,0.927747,7.40571
182,0.927062,7.41087
183,0.926374,7.41595
184,0.925684,7.42095
185,0.924991,7.42587
186,0.924295,7.43072
187,0.923598,7.4355
188,0.922897,7.44022
189,0.922195,7.44486
190,0.92149,7.44945
191,0.920782,7.45397
192,0.920073,7.45844
193,0.919361,7.46285
194,0.918646,7.46721
195,0.91793,7.47151
196,0.91721,7.47577
197,0.916489,7.47998
198,0.915766,7.48415
199,0.91504,7.48828
200,0.914311,7.49236
201,0.913581,7.4964
202,0.912848,7.50041
203,0.912114,7.50438
204,0.911376,7.50831
205,0.910637,7.51222
206,0.909896,7.51609
207,0.909152,7.51993
208,0.908406,7.52374
209,0.907658,7.52753
210,0.906908,7.53129
211,0.906156,7.53503
212,0.905401,7.53874
213,0.904645,7.54244
214,0.903886,7.54611
215,0.903125,7.54976
216,0.902363,7.55339
217,0.901598,7.55701
218,0.900831,7.56061
219,0.900062,7.56419
220,0.899291,7.56776
221,0.898517,7.57132
222,0.897742,7.57486
223,0.896965,7.5784
224,0.896186,7.58192
225,0.895405,7.58543
226,0.894622,7.58893
227,0.893836,7.59243
228,0.893049,7.59591
229,0.89226,7.59939
230,0.891469,7.60287
231,0.890676,7.60634
232,0.889881,7.6098
233,0.889084,7.61326
234,0.888285,7.61671
235,0.887485,7.62016
236,0.886682,7.62361
237,0.885877,7.62706
238,0.885071,7.63051
239,0.884263,7.63395
240,0.883453,7.6374
241,0.88264,7.64084
242,0.881827,7.64429
243,0.881011,7.64774
244,0.880193,7.65119
245,0.879374,7.65464
246,0.878552,7.65809
247,0.877729,7.66155
248,0.876905,7.66501
249,0.876078,7.66847
250,0.875249,7.67194
251,0.874419,7.67541
252,0.873587,7.67889
253,0.872753,7.68237
254,0.871918,7.68586
255,0.87108,7.68935
256,0.870241,7.69285
257,0.869401,7.69635
258,0.868558,7.69986
259,0.867714,7.70338
260,0.866868,7.70691
261,0.86602,7.71044
262,0.865171,7.71398
263,0.86432,7.71753
264,0.863467,7.72109
265,0.862613,7.72466
266,0.861756,7.72823
267,0.860899,7.73182
268,0.860039,7.73541
269,0.859178,7.73901
270,0.858316,7.74262
271,0.857451,7.74625
272,0.856585,7.74988
273,0.855718,7.75352
274,0.854849,7.75717
275,0.853978,7.76083
276,0.853106,7.76451
277,0.852232,7.76819
278,0.851356,7.77189
279,0.850479,7.7756
280,0.849601,7.77931
281,0.848721,7.78304
282,0.847839,7.78679
283,0.846956,7.79054
284,0.846071,7.79431
285,0.845185,7.79808
286,0.844297,7.80187
287,0.843408,7.80568
288,0.842517,7.80949
289,0.841625,7.81332
290,0.840731,7.81716
291,0.839836,7.82101
292,0.838939,7.82488
293,0.838041,7.82876
294,0.837142,7.83265
295,0.836241,7.83655
296,0.835338,7.84047
297,0.834435,7.84441
298,0.833529,7.84835
299,0.832623,7.85231
300,0.831715,7.85629
301,0.830805,7.86027
302,0.829895,7.86428
303,0.828982,7.86829
304,0.828069,7.87232
305,0.827154,7.87637
306,0.826238,7.88042
307,0.82532,7.8845
308,0.824401,7.88858
309,0.823481,7.89269
310,0.82256,7.8968
311,0.821637,7.90093
312,0.820713,7.90508
313,0.819788,7.90924
314,0.818861,7.91342
315,0.817933,7.91761
316,0.817004,7.92182
317,0.816074,7.92604
318,0.815142,7.93027
319,0.814209,7.93452
320,0.813275,7.93879
321,0.81234,7.94307
322,0.811403,7.94737
323,0.810466,7.95168
324,0.809527,7.95601
325,0.808587,7.96036
326,0.807646,7.96472
327,0.806703,7.96909
328,0.80576,7.97348
329,0.804815,7.97789
330,0.803869,7.98232
331,0.802922,7.98675
332,0.801974,7.99121
333,0.801025,7.99568
334,0.800075,8.00017
335,0.799124,8.00467
336,0.798171,8.00919
337,0.797218,8.01373
338,0.796263,8.01828
339,0.795308,8.02285
340,0.794351,8.02743
341,0.793394,8.03203
342,0.792435,8.03665
343,0.791476,8.04128
344,0.790515,8.04593
345,0.789553,8.0506
346,0.788591,8.05528
347,0.787627,8.05998
348,0.786663,8.0647
349,0.785697,8.06943
350,0.784731,8.07418
351,0.783763,8.07895
352,0.782795,8.08373
353,0.781826,8.08853
354,0.780856,8.09335
355,0.779885,8.09818
356,0.778913,8.10303
357,0.77794,8.1079
358,0.776967,8.11278
359,0.775992,8.11769
360,0.775017,8.1226
361,0.774041,8.12754
362,0.773064,8.13249
363,0.772086,8.13746
364,0.771108,8.14245
365,0.770128,8.14746
366,0.769148,8.15248
367,0.768167,8.15752
368,0.767185,8.16257
369,0.766203,8.16765
370,0.76522,8.17274
371,0.764236,8.17785
372,0.763251,8.18297
373,0.762266,8.18811
374,0.76128,8.19328
375,0.760293,8.19845
376,0.759306,8.20365
377,0.758318,8.20886
378,0.757329,8.21409
379,0.756339,8.21934
380,0.755349,8.22461
381,0.754359,8.22989
382,0.753367,8.2352
383,0.752375,8.24051
384,0.751383,8.24585
385,0.75039,8.25121
386,0.749396,8.25658
387,0.748402,8.26197
388,0.747407,8.26738
389,0.746412,8.2728
390,0.745416,8.27825
391,0.744419,8.28371
392,0.743422,8.28919
393,0.742425,8.29469
394,0.741427,8.30021
395,0.740428,8.30574
396,0.739429,8.31129
397,0.73843,8.31686
398,0.73743,8.32245
399,0.73643,8.32806
400,0.735429,8.33368
401,0.734428,8.33932
402,0.733426,8.34498
403,0.732424,8.35066
404,0.731422,8.35636
405,0.730419,8.36208
406,0.729416,8.36781
407,0.728412,8.37356
408,0.727408,8.37933
409,0.726404,8.38512
410,0.725399,8.39093
411,0.724394,8.39675
412,0.723389,8.4026
413,0.722383,8.40846
414,0.721378,8.41434
415,0.720372,8.42024
416,0.719365,8.42616
417,0.718358,8.4321
418,0.717352,8.43805
419,0.716344,8.44402
420,0.715337,8.45002
421,0.714329,8.45603
422,0.713321,8.46206
423,0.712313,8.4681
424,0.711305,8.47417
425,0.710297,8.48026
426,0.709288,8.48636
427,0.708279,8.49248
428,0.707271,8.49862
429,0.706261,8.50479
430,0.705252,8.51096
431,0.704243,8.51716
432,0.703234,8.52338
433,0.702224,8.52961
434,0.701214,8.53587
435,0.700205,8.54214
436,0.699195,8.54843
437,0.698185,8.55475
438,0.697175,8.56108
439,0.696165,8.56742
440,0.695155,8.57379
441,0.694145,8.58018
442,0.693135,8.58659
443,0.692125,8.59301
444,0.691115,8.59945
445,0.690105,8.60592
446,0.689095,8.6124
447,0.688085,8.6189
448,0.687075,8.62542
449,0.686066,8.63196
450,0.685056,8.63852
451,0.684046,8.6451
452,0.683037,8.6517
453,0.682027,8.65831
454,0.681018,8.66495
455,0.680008,8.6716
456,0.678999,8.67828
457,0.67799,8.68497
458,0.676981,8.69169
459,0.675972,8.69842
460,0.674964,8.70517
461,0.673955,8.71194
462,0.672947,8.71873
463,0.671939,8.72554
464,0.670931,8.73237
465,0.669923,8.73922
466,0.668916,8.74609
467,0.667909,8.75297
468,0.666902,8.75988
469,0.665895,8.76681
470,0.664888,8.77375
471,0.663882,8.78072
472,0.662876,8.78771
473,0.66187,8.79471
474,0.660865,8.80174
475,0.65986,8.80878
476,0.658855,8.81584
477,0.657851,8.82293
478,0.656846,8.83003
479,0.655843,8.83715
480,0.654839,8.84429
481,0.653836,8.85146
482,0.652833,8.85864
483,0.651831,8.86584
484,0.650829,8.87306
485,0.649827,8.8803
486,0.648826,8.88756
487,0.647825,8.89484
488,0.646824,8.90214
489,0.645824,8.90947
490,0.644825,8.91681
491,0.643825,8.92417
492,0.642827,8.93155
493,0.641828,8.93895
494,0.64083,8.94637
495,0.639833,8.9538
496,0.638836,8.96126
497,0.63784,8.96874
498,0.636844,8.97624
499,0.635848,8.98376
500,0.634853,8.9913
501,0.633859,8.99886
502,0.632865,9.00644
503,0.631872,9.01404
504,0.630879,9.02166
505,0.629886,9.0293
506,0.628895,9.03696
507,0.627903,9.04464
508,0.626913,9.05234
509,0.625923,9.06006
510,0.624933,9.0678
511,0.623944,9.07556
512,0.622956,9.08334
513,0.621969,9.09114
514,0.620981,9.09896
515,0.619995,9.1068
516,0.619009,9.11466
517,0.618024,9.12254
518,0.61704,9.13045
519,0.616056,9.13837
520,0.615072,9.14631
521,0.61409,9.15427
522,0.613108,9.16225
523,0.612127,9.17026
524,0.611146,9.17828
525,0.610166,9.18632
526,0.609187,9.19439
527,0.608209,9.20247
528,0.607231,9.21057
529,0.606254,9.2187
530,0.605278,9.22684
531,0.604302,9.23501
532,0.603327,9.24319
533,0.602353,9.2514
534,0.60138,9.25962
535,0.600407,9.26787
536,0.599435,9.27614
537,0.598464,9.28443
538,0.597494,9.29273
539,0.596524,9.30106
540,0.595555,9.30941
541,0.594588,9.31778
542,0.59362,9.32617
543,0.592654,9.33458
544,0.591688,9.34301
545,0.590724,9.35146
546,0.58976,9.35993
547,0.588797,9.36842
548,0.587834,9.37693
549,0.586873,9.38546
550,0.585912,9.39402
