Time,TR,RM
0,1,0.282723
1,0.977935,0.296035
2,0.958616,0.316278
3,0.941453,0.339508
4,0.926033,0.364825
5,0.912065,0.391955
6,0.899331,0.42081
7,0.887661,0.451377
8,0.876919,0.483681
9,0.866994,0.517765
10,0.857792,0.553685
11,0.849233,0.591502
12,0.841251,0.631282
13,0.833786,0.673092
14,0.826786,0.717
15,0.820204,0.763073
16,0.814001,0.811378
17,0.80814,0.861981
18,0.802587,0.914945
19,0.797313,0.97033
20,0.79229,1.02819
21,0.787496,1.08859
22,0.782906,1.15157
23,0.778502,1.21717
24,0.774264,1.28545
25,0.770175,1.35642
26,0.76622,1.43012
27,0.762385,1.50658
28,0.758656,1.5858
29,0.755022,1.6678
30,0.751472,1.75257
31,0.747996,1.84011
32,0.744584,1.9304
33,0.741228,2.02342
34,0.737921,2.11915
35,0.734656,2.21753
36,0.731425,2.31853
37,0.728225,2.42208
38,0.725049,2.52813
39,0.721893,2.6366
40,0.718752,2.74741
41,0.715624,2.86049
42,0.712505,2.97574
43,0.709392,3.09306
44,0.706282,3.21236
45,0.703175,3.33351
46,0.700067,3.45642
47,0.696958,3.58096
48,0.693846,3.70701
49,0.690731,3.83446
50,0.687612,3.96318
51,0.684488,4.09305
52,0.681359,4.22393
53,0.678225,4.3557
54,0.675087,4.48824
55,0.671944,4.62142
56,0.668798,4.75511
57,0.665647,4.8892
58,0.662494,5.02355
59,0.659339,5.15806
60,0.656182,5.29261
61,0.653024,5.42709
62,0.649867,5.56138
63,0.64671,5.69538
64,0.643556,5.82899
65,0.640405,5.96212
66,0.637258,6.09466
67,0.634116,6.22654
68,0.630979,6.35766
69,0.62785,6.48795
70,0.624729,6.61733
71,0.621616,6.74573
72,0.618513,6.87309
73,0.615421,6.99933
74,0.61234,7.1244
75,0.609271,7.24825
76,0.606216,7.37083
77,0.603174,7.49208
78,0.600146,7.61198
79,0.597134,7.73047
80,0.594138,7.84753
81,0.591157,7.96312
82,0.588194,8.07722
83,0.585248,8.1898
84,0.58232,8.30083
85,0.579411,8.41031
86,0.57652,8.5182
87,0.573648,8.62451
88,0.570795,8.72922
89,0.567962,8.83232
90,0.565149,8.9338
91,0.562356,9.03366
92,0.559583,9.1319
93,0.556831,9.22852
94,0.554099,9.32352
95,0.551387,9.4169
96,0.548697,9.50867
97,0.546027,9.59884
98,0.543378,9.6874
99,0.540749,9.77438
100,0.538141,9.85977
101,0.535554,9.9436
102,0.532987,10.0259
103,0.530441,10.1066
104,0.527915,10.1858
105,0.525409,10.2635
106,0.522924,10.3396
107,0.520458,10.4143
108,0.518012,10.4875
109,0.515585,10.5593
110,0.513178,10.6297
111,0.51079,10.6986
112,0.508421,10.7661
113,0.506071,10.8322
114,0.503739,10.897
115,0.501425,10.9604
116,0.49913,11.0225
117,0.496852,11.0833
118,0.494592,11.1428
119,0.49235,11.201
120,0.490124,11.258
121,0.487915,11.3138
122,0.485723,11.3683
123,0.483547,11.4217
124,0.481387,11.4738
125,0.479243,11.5248
126,0.477115,11.5747
127,0.475002,11.6235
128,0.472904,11.6712
129,0.470821,11.7178
130,0.468752,11.7633
131,0.466697,11.8078
132,0.464657,11.8512
133,0.46263,11.8937
134,0.460617,11.9352
135,0.458618,11.9757
136,0.456631,12.0152
137,0.454657,12.0538
138,0.452696,12.0915
139,0.450747,12.1283
140,0.44881,12.1642
141,0.446886,12.1993
142,0.444973,12.2334
143,0.443071,12.2668
144,0.441181,12.2993
145,0.439301,12.331
146,0.437433,12.362
147,0.435575,12.3921
148,0.433728,12.4215
149,0.43189,12.4502
150,0.430063,12.4781
151,0.428246,12.5053
152,0.426439,12.5318
153,0.424641,12.5577
154,0.422852,12.5828
155,0.421073,12.6073
156,0.419302,12.6311
157,0.417541,12.6543
158,0.415788,12.6769
159,0.414043,12.6989
160,0.412307,12.7202
161,0.410579,12.741
162,0.408859,12.7612
163,0.407147,12.7809
164,0.405443,12.8
165,0.403747,12.8185
166,0.402058,12.8365
167,0.400376,12.8541
168,0.398702,12.8711
169,0.397034,12.8876
170,0.395374,12.9036
171,0.393721,12.9191
172,0.392075,12.9342
173,0.390435,12.9488
174,0.388802,12.963
175,0.387175,12.9767
176,0.385554,12.99
177,0.38394,13.0029
178,0.382333,13.0153
179,0.380731,13.0274
180,0.379135,13.0391
181,0.377545,13.0504
182,0.375961,13.0613
183,0.374383,13.0718
184,0.37281,13.082
185,0.371243,13.0918
186,0.369682,13.1013
187,0.368126,13.1104
188,0.366575,13.1192
189,0.36503,13.1277
190,0.36349,13.1359
191,0.361955,13.1437
192,0.360426,13.1513
193,0.358901,13.1585
194,0.357381,13.1655
195,0.355867,13.1721
196,0.354357,13.1785
197,0.352852,13.1846
198,0.351353,13.1905
199,0.349857,13.1961
200,0.348367,13.2014
201,0.346881,13.2065
202,0.3454,13.2113
203,0.343924,13.2159
204,0.342452,13.2203
205,0.340984,13.2244
206,0.339521,13.2284
207,0.338063,13.2321
208,0.336609,13.2356
209,0.335159,13.2388
210,0.333714,13.2419
211,0.332273,13.2448
212,0.330837,13.2475
213,0.329405,13.25
214,0.327977,13.2523
215,0.326553,13.2544
216,0.325133,13.2563
217,0.323718,13.2581
218,0.322307,13.2597
219,0.3209,13.2611
220,0.319497,13.2624
221,0.318098,13.2635
222,0.316704,13.2645
223,0.315313,13.2653
224,0.313927,13.266
225,0.312544,13.2665
226,0.311166,13.2669
227,0.309792,13.2671
228,0.308421,13.2672
229,0.307055,13.2672
230,0.305693,13.2671
231,0.304334,13.2668
232,0.30298,13.2664
233,0.30163,13.2659
234,0.300283,13.2653
235,0.298941,13.2645
236,0.297602,13.2637
237,0.296268,13.2627
238,0.294937,13.2617
239,0.29361,13.2605
240,0.292288,13.2593
241,0.290969,13.2579
242,0.289654,13.2564
243,0.288343,13.2549
244,0.287036,13.2533
245,0.285732,13.2516
246,0.284433,13.2498
247,0.283138,13.2479
248,0.281846,13.2459
249,0.280559,13.2439
250,0.279275,13.2417
251,0.277995,13.2395
252,0.276719,13.2373
253,0.275447,13.2349
254,0.274179,13.2325
255,0.272914,13.2301
256,0.271654,13.2275
257,0.270398,13.2249
258,0.269145,13.2223
259,0.267896,13.2196
260,0.266651,13.2168
261,0.26541,13.2139
262,0.264173,13.2111
263,0.26294,13.2081
264,0.261711,13.2051
265,0.260485,13.2021
266,0.259264,13.199
267,0.258046,13.1959
268,0.256833,13.1927
269,0.255623,13.1895
270,0.254417,13.1862
271,0.253215,13.1829
272,0.252017,13.1796
273,0.250822,13.1762
274,0.249632,13.1727
275,0.248446,13.1693
276,0.247263,13.1658
277,0.246085,13.1623
278,0.24491,13.1587
279,0.243739,13.1551
280,0.242573,13.1515
281,0.24141,13.1479
282,0.240251,13.1442
283,0.239096,13.1405
284,0.237944,13.1368
285,0.236797,13.133
286,0.235654,13.1292
287,0.234515,13.1254
288,0.233379,13.1216
289,0.232248,13.1178
290,0.23112,13.1139
291,0.229996,13.11
292,0.228877,13.1061
293,0.227761,13.1022
294,0.226649,13.0983
295,0.225541,13.0943
296,0.224437,13.0904
297,0.223337,13.0864
298,0.222241,13.0824
299,0.221149,13.0784
300,0.220061,13.0744
301,0.218977,13.0704
302,0.217896,13.0663
303,0.21682,13.0623
304,0.215748,13.0582
305,0.214679,13.0542
306,0.213615,13.0501
307,0.212554,13.046
308,0.211497,13.0419
309,0.210445,13.0378
310,0.209396,13.0337
311,0.208351,13.0296
312,0.20731,13.0255
313,0.206273,13.0214
314,0.20524,13.0173
315,0.204211,13.0132
316,0.203186,13.0091
317,0.202165,13.005
318,0.201148,13.0008
319,0.200134,12.9967
320,0.199125,12.9926
321,0.198119,12.9885
322,0.197118,12.9844
323,0.19612,12.9802
324,0.195126,12.9761
325,0.194137,12.972
326,0.193151,12.9679
327,0.192169,12.9638
328,0.191191,12.9597
329,0.190217,12.9556
330,0.189247,12.9515
331,0.18828,12.9474
332,0.187318,12.9433
333,0.186359,12.9392
334,0.185405,12.9351
335,0.184454,12.931
336,0.183507,12.9269
337,0.182564,12.9229
338,0.181625,12.9188
339,0.18069,12.9148
340,0.179758,12.9107
341,0.178831,12.9067
342,0.177907,12.9027
343,0.176988,12.8986
344,0.176072,12.8946
345,0.17516,12.8906
346,0.174251,12.8866
347,0.173347,12.8826
348,0.172447,12.8786
349,0.17155,12.8747
350,0.170657,12.8707
351,0.169768,12.8668
352,0.168883,12.8628
353,0.168001,12.8589
354,0.167123,12.855
355,0.16625,12.8511
356,0.16538,12.8472
357,0.164513,12.8433
358,0.163651,12.8394
359,0.162792,12.8355
360,0.161937,12.8317
361,0.161086,12.8278
362,0.160238,12.824
363,0.159395,12.8202
364,0.158555,12.8164
365,0.157718,12.8126
366,0.156886,12.8088
367,0.156057,12.805
368,0.155232,12.8013
369,0.154411,12.7975
370,0.153593,12.7938
371,0.152779,12.7901
372,0.151969,12.7864
373,0.151162,12.7827
374,0.150359,12.779
375,0.14956,12.7753
376,0.148764,12.7717
377,0.147972,12.768
378,0.147183,12.7644
379,0.146399,12.7608
380,0.145617,12.7572
381,0.14484,12.7536
382,0.144066,12.75
383,0.143295,12.7465
384,0.142529,12.7429
385,0.141765,12.7394
386,0.141006,12.7359
387,0.14025,12.7324
388,0.139497,12.7289
389,0.138748,12.7254
390,0.138003,12.7219
391,0.137261,12.7185
392,0.136522,12.7151
393,0.135787,12.7116
394,0.135056,12.7082
395,0.134328,12.7049
396,0.133603,12.7015
397,0.132882,12.6981
398,0.132164,12.6948
399,0.13145,12.6915
400,0.13074,12.6881
401,0.130032,12.6848
402,0.129328,12.6816
403,0.128628,12.6783
404,0.127931,12.675
405,0.127237,12.6718
406,0.126547,12.6686
407,0.12586,12.6654
408,0.125176,12.6622
409,0.124496,12.659
410,0.123819,12.6558
411,0.123145,12.6527
412,0.122475,12.6495
413,0.121808,12.6464
414,0.121144,12.6433
415,0.120484,12.6402
416,0.119827,12.6372
417,0.119173,12.6341
418,0.118522,12.6311
419,0.117875,12.628
420,0.117231,12.625
421,0.11659,12.622
422,0.115952,12.619
423,0.115317,12.6161
424,0.114686,12.6131
425,0.114058,12.6102
426,0.113433,12.6072
427,0.112811,12.6043
428,0.112192,12.6014
429,0.111577,12.5985
430,0.110964,12.5957
431,0.110355,12.5928
432,0.109749,12.59
433,0.109145,12.5872
434,0.108545,12.5844
435,0.107948,12.5816
436,0.107354,12.5788
437,0.106763,12.576
438,0.106176,12.5733
439,0.105591,12.5705
440,0.105009,12.5678
441,0.10443,12.5651
442,0.103854,12.5624
443,0.103281,12.5598
444,0.102711,12.5571
445,0.102144,12.5544
446,0.10158,12.5518
447,0.101019,12.5492
448,0.100461,12.5466
449,0.0999056,12.544
450,0.0993532,12.5414
451,0.0988037,12.5389
452,0.0982571,12.5363
453,0.0977133,12.5338
454,0.0971724,12.5313
455,0.0966343,12.5288
456,0.0960991,12.5263
457,0.0955667,12.5238
458,0.095037,12.5213
459,0.0945102,12.5189
460,0.0939862,12.5164
461,0.0934649,12.514
462,0.0929464,12.5116
463,0.0924307,12.5092
464,0.0919176,12.5068
465,0.0914074,12.5045
466,0.0908998,12.5021
467,0.0903949,12.4998
468,0.0898927,12.4974
469,0.0893932,12.4951
470,0.0888964,12.4928
471,0.0884022,12.4905
472,0.0879107,12.4883
473,0.0874218,12.486
474,0.0869356,12.4838
475,0.0864519,12.4815
476,0.0859709,12.4793
477,0.0854924,12.4771
478,0.0850166,12.4749
479,0.0845433,12.4727
480,0.0840725,12.4705
481,0.0836043,12.4684
482,0.0831387,12.4662
483,0.0826755,12.4641
484,0.0822149,12.462
485,0.0817568,12.4599
486,0.0813011,12.4578
487,0.080848,12.4557
488,0.0803973,12.4536
489,0.079949,12.4516
490,0.0795032,12.4495
491,0.0790599,12.4475
492,0.0786189,12.4455
493,0.0781804,12.4435
494,0.0777443,12.4415
495,0.0773106,12.4395
496,0.0768792,12.4375
497,0.0764502,12.4356
498,0.0760236,12.4336
499,0.0755993,12.4317
500,0.0751774,12.4298
501,0.0747578,12.4279
