Time,TR,RM
0,1,0.282723
1,0.977935,0.296035
2,0.958243,0.316401
3,0.94042,0.339881
4,0.924117,0.365581
5,0.909091,0.393236
6,0.895161,0.422768
7,0.882187,0.454175
8,0.870054,0.487493
9,0.858671,0.522777
10,0.847959,0.560095
11,0.837853,0.599523
12,0.828294,0.641139
13,0.819233,0.685024
14,0.810623,0.731262
15,0.802426,0.779935
16,0.794604,0.831126
17,0.787127,0.884916
18,0.779963,0.941385
19,0.773086,1.00061
20,0.766471,1.06267
21,0.760095,1.12762
22,0.753938,1.19555
23,0.74798,1.26651
24,0.742204,1.34056
25,0.736593,1.41775
26,0.731132,1.49812
27,0.725808,1.58172
28,0.720608,1.66858
29,0.715519,1.75872
30,0.710531,1.85216
31,0.705634,1.94889
32,0.700819,2.04894
33,0.696078,2.15227
34,0.691402,2.25888
35,0.686784,2.36872
36,0.682219,2.48177
37,0.677701,2.59798
38,0.673225,2.71728
39,0.668785,2.8396
40,0.664378,2.96488
41,0.660001,3.09302
42,0.655651,3.22393
43,0.651324,3.3575
44,0.647019,3.49363
45,0.642734,3.6322
46,0.638467,3.77307
47,0.634218,3.91613
48,0.629985,4.06122
49,0.625769,4.20821
50,0.621568,4.35695
51,0.617384,4.50729
52,0.613215,4.65907
53,0.609064,4.81214
54,0.60493,4.96634
55,0.600813,5.1215
56,0.596716,5.27747
57,0.592639,5.43408
58,0.588583,5.59117
59,0.584549,5.74859
60,0.580539,5.90617
61,0.576554,6.06376
62,0.572594,6.2212
63,0.568662,6.37835
64,0.564759,6.53505
65,0.560885,6.69117
66,0.557043,6.84656
67,0.553232,7.00108
68,0.549455,7.15461
69,0.545713,7.30702
70,0.542006,7.45819
71,0.538336,7.608
72,0.534702,7.75634
73,0.531107,7.90311
74,0.527551,8.04821
75,0.524034,8.19155
76,0.520557,8.33303
77,0.517121,8.47258
78,0.513726,8.61012
79,0.510371,8.74557
80,0.507058,8.87888
81,0.503787,9.00998
82,0.500557,9.13883
83,0.497369,9.26536
84,0.494223,9.38954
85,0.491117,9.51133
86,0.488053,9.6307
87,0.48503,9.74762
88,0.482048,9.86206
89,0.479105,9.97401
90,0.476203,10.0834
91,0.47334,10.1904
92,0.470515,10.2948
93,0.467729,10.3966
94,0.46498,10.496
95,0.462268,10.5928
96,0.459593,10.6871
97,0.456953,10.7789
98,0.454348,10.8683
99,0.451777,10.9551
100,0.44924,11.0396
101,0.446735,11.1215
102,0.444263,11.2011
103,0.441821,11.2783
104,0.439409,11.3532
105,0.437028,11.4258
106,0.434675,11.496
107,0.432349,11.5641
108,0.430051,11.6299
109,0.42778,11.6935
110,0.425534,11.755
111,0.423313,11.8144
112,0.421116,11.8717
113,0.418942,11.927
114,0.416791,11.9803
115,0.414662,12.0316
116,0.412554,12.081
117,0.410466,12.1286
118,0.408398,12.1744
119,0.406349,12.2184
120,0.404319,12.2606
121,0.402307,12.3011
122,0.400311,12.34
123,0.398333,12.3772
124,0.39637,12.4129
125,0.394423,12.447
126,0.39249,12.4797
127,0.390572,12.5108
128,0.388668,12.5406
129,0.386777,12.5689
130,0.384899,12.5959
131,0.383034,12.6217
132,0.38118,12.6461
133,0.379338,12.6693
134,0.377507,12.6913
135,0.375687,12.7121
136,0.373877,12.7318
137,0.372076,12.7505
138,0.370286,12.768
139,0.368505,12.7845
140,0.366732,12.8
141,0.364969,12.8146
142,0.363213,12.8282
143,0.361466,12.8409
144,0.359727,12.8527
145,0.357995,12.8637
146,0.35627,12.8739
147,0.354553,12.8832
148,0.352842,12.8918
149,0.351138,12.8996
150,0.349441,12.9068
151,0.34775,12.9132
152,0.346064,12.9189
153,0.344385,12.924
154,0.342712,12.9285
155,0.341044,12.9324
156,0.339382,12.9357
157,0.337726,12.9384
158,0.336074,12.9406
159,0.334428,12.9422
160,0.332787,12.9434
161,0.33115,12.9441
162,0.329519,12.9443
163,0.327893,12.944
164,0.326271,12.9433
165,0.324654,12.9422
166,0.323041,12.9407
167,0.321433,12.9388
168,0.31983,12.9366
169,0.318231,12.9339
170,0.316637,12.931
171,0.315047,12.9277
172,0.313461,12.9241
173,0.311879,12.9202
174,0.310302,12.916
175,0.308729,12.9115
176,0.307161,12.9067
177,0.305596,12.9017
178,0.304036,12.8965
179,0.30248,12.891
180,0.300929,12.8853
181,0.299381,12.8793
182,0.297838,12.8732
183,0.296299,12.8669
184,0.294764,12.8603
185,0.293233,12.8536
186,0.291707,12.8468
187,0.290185,12.8397
188,0.288667,12.8325
189,0.287154,12.8252
190,0.285645,12.8177
191,0.28414,12.8101
192,0.282639,12.8024
193,0.281143,12.7945
194,0.279651,12.7865
195,0.278163,12.7784
196,0.27668,12.7703
197,0.275201,12.762
198,0.273727,12.7536
199,0.272257,12.7451
200,0.270792,12.7366
201,0.269331,12.728
202,0.267875,12.7193
203,0.266423,12.7106
204,0.264976,12.7017
205,0.263533,12.6929
206,0.262095,12.684
207,0.260662,12.675
208,0.259234,12.666
209,0.25781,12.6569
210,0.25639,12.6478
211,0.254976,12.6387
212,0.253566,12.6295
213,0.252161,12.6203
214,0.250761,12.6111
215,0.249366,12.6019
216,0.247975,12.5926
217,0.24659,12.5833
218,0.245209,12.5741
219,0.243833,12.5648
220,0.242462,12.5554
221,0.241097,12.5461
222,0.239736,12.5368
223,0.23838,12.5275
224,0.237029,12.5182
225,0.235683,12.5089
226,0.234342,12.4995
227,0.233007,12.4902
228,0.231676,12.4809
229,0.230351,12.4716
230,0.22903,12.4624
231,0.227715,12.4531
232,0.226405,12.4439
233,0.2251,12.4346
234,0.2238,12.4254
235,0.222506,12.4162
236,0.221216,12.407
237,0.219932,12.3979
238,0.218654,12.3887
239,0.21738,12.3796
240,0.216112,12.3705
241,0.214849,12.3615
242,0.213591,12.3524
243,0.212338,12.3434
244,0.211091,12.3344
245,0.209849,12.3255
246,0.208613,12.3166
247,0.207381,12.3077
248,0.206155,12.2988
249,0.204935,12.29
250,0.20372,12.2812
251,0.20251,12.2724
252,0.201305,12.2637
253,0.200106,12.255
254,0.198912,12.2464
255,0.197724,12.2377
256,0.196541,12.2292
257,0.195363,12.2206
258,0.19419,12.2121
259,0.193023,12.2036
260,0.191862,12.1952
261,0.190705,12.1868
262,0.189555,12.1785
263,0.188409,12.1701
264,0.187269,12.1619
265,0.186134,12.1536
266,0.185005,12.1454
267,0.183881,12.1373
268,0.182762,12.1292
269,0.181649,12.1211
270,0.180541,12.1131
271,0.179438,12.1051
272,0.178341,12.0971
273,0.177249,12.0892
274,0.176162,12.0813
275,0.175081,12.0735
276,0.174005,12.0657
277,0.172934,12.058
278,0.171869,12.0503
279,0.170809,12.0426
280,0.169754,12.035
281,0.168705,12.0274
282,0.167661,12.0199
283,0.166622,12.0124
284,0.165588,12.005
285,0.16456,11.9976
286,0.163537,11.9902
287,0.162519,11.9829
288,0.161506,11.9756
289,0.160499,11.9684
290,0.159497,11.9612
291,0.1585,11.9541
292,0.157508,11.9469
293,0.156521,11.9399
294,0.15554,11.9329
295,0.154564,11.9259
296,0.153592,11.9189
297,0.152626,11.912
298,0.151665,11.9052
299,0.15071,11.8984
300,0.149759,11.8916
301,0.148813,11.8849
302,0.147873,11.8782
303,0.146937,11.8715
304,0.146007,11.8649
305,0.145081,11.8584
306,0.144161,11.8518
307,0.143245,11.8454
308,0.142335,11.8389
309,0.141429,11.8325
310,0.140529,11.8261
311,0.139633,11.8198
312,0.138742,11.8135
313,0.137856,11.8073
314,0.136975,11.8011
315,0.136099,11.7949
316,0.135228,11.7888
317,0.134362,11.7827
318,0.1335,11.7767
319,0.132643,11.7707
320,0.131792,11.7647
321,0.130944,11.7588
322,0.130102,11.7529
323,0.129264,11.747
324,0.128431,11.7412
325,0.127603,11.7354
326,0.12678,11.7297
327,0.125961,11.724
328,0.125147,11.7183
329,0.124337,11.7127
330,0.123532,11.7071
331,0.122732,11.7016
332,0.121936,11.6961
333,0.121145,11.6906
334,0.120359,11.6851
335,0.119577,11.6797
336,0.118799,11.6744
337,0.118026,11.669
338,0.117258,11.6637
339,0.116493,11.6584
340,0.115734,11.6532
341,0.114979,11.648
342,0.114228,11.6429
343,0.113482,11.6377
344,0.11274,11.6326
345,0.112002,11.6276
346,0.111269,11.6226
347,0.11054,11.6176
348,0.109815,11.6126
349,0.109094,11.6077
350,0.108378,11.6028
351,0.107666,11.598
352,0.106959,11.5931
353,0.106255,11.5883
354,0.105556,11.5836
355,0.104861,11.5789
356,0.10417,11.5742
357,0.103483,11.5695
358,0.1028,11.5649
359,0.102122,11.5603
360,0.101447,11.5557
361,0.100777,11.5512
362,0.10011,11.5467
363,0.0994481,11.5422
364,0.0987897,11.5377
365,0.0981353,11.5333
366,0.0974848,11.5289
367,0.0968383,11.5246
368,0.0961958,11.5203
369,0.0955571,11.516
370,0.0949223,11.5117
371,0.0942914,11.5075
372,0.0936644,11.5033
373,0.0930412,11.4991
374,0.0924218,11.4949
375,0.0918062,11.4908
376,0.0911944,11.4867
377,0.0905864,11.4827
378,0.089982,11.4786
379,0.0893815,11.4746
380,0.0887846,11.4707
381,0.0881914,11.4667
382,0.0876019,11.4628
383,0.087016,11.4589
384,0.0864337,11.455
385,0.0858551,11.4512
386,0.0852801,11.4473
387,0.0847086,11.4436
388,0.0841407,11.4398
389,0.0835763,11.4361
390,0.0830155,11.4323
391,0.0824581,11.4287
392,0.0819043,11.425
393,0.0813539,11.4214
394,0.0808069,11.4177
395,0.0802634,11.4142
396,0.0797233,11.4106
397,0.0791866,11.4071
398,0.0786533,11.4036
399,0.0781233,11.4001
400,0.0775967,11.3966
401,0.0770734,11.3932
402,0.0765534,11.3898
403,0.0760367,11.3864
404,0.0755233,11.383
405,0.0750131,11.3797
406,0.0745061,11.3763
407,0.0740024,11.373
408,0.0735018,11.3698
409,0.0730045,11.3665
410,0.0725103,11.3633
411,0.0720193,11.3601
412,0.0715314,11.3569
413,0.0710466,11.3537
414,0.0705649,11.3506
415,0.0700862,11.3475
416,0.0696107,11.3444
417,0.0691382,11.3413
418,0.0686687,11.3383
419,0.0682022,11.3352
420,0.0677387,11.3322
421,0.0672782,11.3292
422,0.0668207,11.3263
423,0.0663661,11.3233
424,0.0659144,11.3204
425,0.0654657,11.3175
426,0.0650198,11.3146
427,0.0645768,11.3117
428,0.0641367,11.3089
429,0.0636995,11.3061
430,0.063265,11.3033
431,0.0628334,11.3005
432,0.0624045,11.2977
433,0.0619785,11.295
434,0.0615552,11.2923
435,0.0611347,11.2896
436,0.0607169,11.2869
437,0.0603018,11.2842
438,0.0598894,11.2815
439,0.0594797,11.2789
440,0.0590727,11.2763
441,0.0586683,11.2737
442,0.0582666,11.2711
443,0.0578675,11.2686
444,0.057471,11.266
445,0.0570771,11.2635
446,0.0566857,11.261
447,0.056297,11.2585
448,0.0559108,11.256
449,0.0555271,11.2536
450,0.0551459,11.2512
451,0.0547673,11.2487
452,0.0543911,11.2463
453,0.0540174,11.244
454,0.0536462,11.2416
455,0.0532774,11.2392
456,0.052911,11.2369
457,0.0525471,11.2346
458,0.0521855,11.2323
459,0.0518263,11.23
460,0.0514696,11.2277
461,0.0511151,11.2255
462,0.050763,11.2233
463,0.0504133,11.221
464,0.0500658,11.2188
465,0.0497207,11.2166
466,0.0493778,11.2145
467,0.0490373,11.2123
468,0.0486989,11.2102
469,0.0483629,11.208
470,0.048029,11.2059
471,0.0476974,11.2038
472,0.047368,11.2017
473,0.0470407,11.1997
474,0.0467157,11.1976
475,0.0463928,11.1956
476,0.0460721,11.1936
477,0.0457535,11.1916
478,0.045437,11.1896
479,0.0451227,11.1876
480,0.0448104,11.1856
481,0.0445002,11.1837
482,0.0441921,11.1817
483,0.0438861,11.1798
484,0.0435821,11.1779
485,0.0432802,11.176
486,0.0429802,11.1741
487,0.0426823,11.1722
488,0.0423864,11.1704
489,0.0420925,11.1685
490,0.0418005,11.1667
491,0.0415105,11.1649
492,0.0412224,11.1631
493,0.0409363,11.1613
494,0.0406521,11.1595
495,0.0403698,11.1577
496,0.0400894,11.156
